u,v,key,osmid,oneway,lanes,name,highway,maxspeed,width,length,geometry,est_width,access,bridge,service,ref,junction
352490820,1563439646,0,31502906,False,1,Jalan Lontar VII,residential,20,3,47.309,"LINESTRING (106.8419578 -6.2180431, 106.8418933 -6.2184637)",,yes,,,,
352503795,6331412092,0,676064138,False,2,Jalan Subur Raya,residential,30,,9.548,"LINESTRING (106.8451545 -6.2186472, 106.8450754 -6.2186817)",,yes,,,,
352628815,7039033930,0,202560883,False,1,Jalan Lapangan Ros I,residential,20,4,3.932,"LINESTRING (106.8524502 -6.223868, 106.8524842 -6.2238784)",,yes,,,,
352628815,4763674866,0,202561677,False,1,Jalan Lapangan Ros II,residential,20,4,25.045,"LINESTRING (106.8524502 -6.223868, 106.8525344 -6.2236589)",,,,,,
352628815,7039025768,0,490046624,True,1,Jalan Sederhana I,residential,20,4,2.606,"LINESTRING (106.8524502 -6.223868, 106.8524413 -6.2238897)",,yes,,,,
352641438,2125280907,0,490060649,False,1,Jalan Lapangan Ros 3,residential,20,4,48.65,"LINESTRING (106.8537815 -6.22343, 106.853803 -6.223867)",,,,,,
352641438,2125279443,0,490060649,False,1,Jalan Lapangan Ros 3,residential,20,4,21.15,"LINESTRING (106.8537815 -6.22343, 106.8537795 -6.2232398)",,,,,,
352641440,4822500360,0,202562334,False,1,Jalan Lapangan Ros 3,residential,20,4,23.51,"LINESTRING (106.8539706 -6.222423, 106.8539166 -6.2226275)",,yes,,,,
352641440,4822500367,0,202562334,False,1,Jalan Lapangan Ros 3,residential,20,4,2.092,"LINESTRING (106.8539706 -6.222423, 106.8539639 -6.2224054)",,yes,,,,
352641442,4822500373,0,202562334,False,1,Jalan Lapangan Ros 3,residential,20,4,4.509,"LINESTRING (106.8538429 -6.2220901, 106.8538574 -6.222128)",,yes,,,,
352641442,4822500377,0,753348733,False,1,Jalan Lapangan Ros 3,residential,20,4,39.711,"LINESTRING (106.8538429 -6.2220901, 106.8539158 -6.2217404)",,yes,,,,
352911712,352911723,0,31537013,False,1,Jalan Bekasi Timur II,residential,10,3,34.544,"LINESTRING (106.87279 -6.2173753, 106.8731023 -6.2173643)",,,,,,
352911715,6330840591,0,31537011,False,2,Jalan Haji Yakub Saidi,residential,10,4,4.81,"LINESTRING (106.8727992 -6.2177789, 106.872763 -6.2178029)",,,,,,
352911717,7038578572,0,31537011,False,2,Jalan Haji Yakub Saidi,residential,10,4,6.873,"LINESTRING (106.8710381 -6.2177736, 106.8711001 -6.2177783)",,,,,,
352911721,352911722,0,803281686,False,,Jalan Bekasi Timur II,residential,10,3,50.556,"LINESTRING (106.8735728 -6.2182639, 106.8735207 -6.2178122)",,,,,,
352911722,6330840590,0,803281686,False,,Jalan Bekasi Timur II,residential,10,3,5.828,"LINESTRING (106.8735207 -6.2178122, 106.8734993 -6.2177643)",,,,,,
352911722,352911721,0,803281686,False,,Jalan Bekasi Timur II,residential,10,3,50.556,"LINESTRING (106.8735207 -6.2178122, 106.8735728 -6.2182639)",,,,,,
352911723,352911712,0,31537013,False,1,Jalan Bekasi Timur II,residential,10,3,34.544,"LINESTRING (106.8731023 -6.2173643, 106.87279 -6.2173753)",,,,,,
352911723,6330840590,0,803281686,False,,Jalan Bekasi Timur II,residential,10,3,62.483,"LINESTRING (106.8731023 -6.2173643, 106.8734993 -6.2177643)",,,,,,
352913359,7244201252,0,31537162,False,1,Jalan Mesjid 1,residential,20,4,16.979,"LINESTRING (106.8633437 -6.2254981, 106.8634048 -6.2256382)",,yes,,,,
352913359,4925720244,0,502491530,False,,Jalan Mesjid 2,residential,20,,33.332,"LINESTRING (106.8633437 -6.2254981, 106.8631391 -6.2257183)",,yes,,,,
352913361,7217581646,0,31537162,False,1,Jalan Mesjid 1,residential,20,4,29.393,"LINESTRING (106.8637317 -6.2260513, 106.8638569 -6.2262845)",,yes,,,,
352913361,6332417953,0,31537162,False,1,Jalan Mesjid 1,residential,20,4,4.713,"LINESTRING (106.8637317 -6.2260513, 106.8637052 -6.2260181)",,yes,,,,
352913368,3218499297,0,31537162,False,1,Jalan Mesjid 1,residential,20,4,9.948,"LINESTRING (106.8639922 -6.2266754, 106.8640047 -6.226764)",,yes,,,,
352913368,3218496983,0,31537162,False,1,Jalan Mesjid 1,residential,20,4,32.419,"LINESTRING (106.8639922 -6.2266754, 106.8638998 -6.2263987)",,yes,,,,
352913378,6332607761,0,31537162,False,1,Jalan Mesjid 1,residential,20,4,3.179,"LINESTRING (106.8640248 -6.226994, 106.864019 -6.227022)",,yes,,,,
352913378,3218499297,0,31537162,False,1,Jalan Mesjid 1,residential,20,4,25.671,"LINESTRING (106.8640248 -6.226994, 106.8640047 -6.226764)",,yes,,,,
352913380,3659853650,0,31537162,False,1,Jalan Mesjid 1,residential,20,4,34.36,"LINESTRING (106.8639436 -6.2274033, 106.8639518 -6.2277122)",,yes,,,,
352913380,3659910289,0,31537162,False,1,Jalan Mesjid 1,residential,20,4,34.655,"LINESTRING (106.8639436 -6.2274033, 106.8639624 -6.2270922)",,yes,,,,
352913387,352913388,0,361537839,False,,Jalan Masjid,residential,20,,87.419,"LINESTRING (106.8628033 -6.2274094, 106.8628145 -6.2281955)",,yes,,,,
352913387,4836223562,0,361537839,False,,Jalan Masjid,residential,20,,6.394,"LINESTRING (106.8628033 -6.2274094, 106.8627998 -6.227352)",,yes,,,,
352913388,5380309077,0,361537839,False,,Jalan Masjid,residential,20,,41.033,"LINESTRING (106.8628145 -6.2281955, 106.8628181 -6.2285645)",,yes,,,,
352913388,352913387,0,361537839,False,,Jalan Masjid,residential,20,,87.419,"LINESTRING (106.8628145 -6.2281955, 106.8628033 -6.2274094)",,yes,,,,
353137043,6458692903,0,761283394,False,1,Jalan Menteng Pulo II,residential,20,4,2.313,"LINESTRING (106.8410324 -6.2214539, 106.8410345 -6.2214746)",,destination,,,,
353137622,4790998192,0,31560004,False,1,Jalan Menteng Pulo II,residential,20,4,55.275,"LINESTRING (106.8411694 -6.2223304, 106.8410926 -6.2218392)",,destination,,,,
353137622,4790998182,0,31560004,False,1,Jalan Menteng Pulo II,residential,20,4,15.448,"LINESTRING (106.8411694 -6.2223304, 106.8411846 -6.2224685)",,destination,,,,
353137628,4790999344,0,31560004,False,1,Jalan Menteng Pulo II,residential,20,4,15.365,"LINESTRING (106.8412766 -6.2232251, 106.8412601 -6.2230879)",,destination,,,,
353137628,4790999266,0,31560004,False,1,Jalan Menteng Pulo II,residential,20,4,14.504,"LINESTRING (106.8412766 -6.2232251, 106.8412939 -6.2233544)",,destination,,,,
353137635,4790990435,0,31560004,False,1,Jalan Menteng Pulo II,residential,20,4,30.535,"LINESTRING (106.8413843 -6.2239798, 106.8413435 -6.2237082)",,destination,,,,
353137635,6325535329,0,31560004,False,1,Jalan Menteng Pulo II,residential,20,4,45.087,"LINESTRING (106.8413843 -6.2239798, 106.8413964 -6.2243851)",,destination,,,,
353137642,6325535329,0,31560004,False,1,Jalan Menteng Pulo II,residential,20,4,77.889,"LINESTRING (106.8406918 -6.2243796, 106.8413964 -6.2243851)",,destination,,,,
353137642,6325535331,0,31560004,False,1,Jalan Menteng Pulo II,residential,20,4,2.561,"LINESTRING (106.8406918 -6.2243796, 106.8406734 -6.2243936)",,destination,,,,
353137645,6325535332,0,31560004,False,1,Jalan Menteng Pulo II,residential,20,4,5.49,"LINESTRING (106.8406704 -6.2244649, 106.8406677 -6.2244156)",,destination,,,,
353137645,7046515836,0,31560004,False,1,Jalan Menteng Pulo II,residential,20,4,41.67,"LINESTRING (106.8406704 -6.2244649, 106.8406926 -6.224839)",,destination,,,,
353137649,7046515836,0,761283393,False,1,Jalan Menteng Pulo II,residential,20,4,3.791,"LINESTRING (106.8406951 -6.224873, 106.8406926 -6.224839)",,destination,,,,
353139793,4817686382,0,489532373,False,2,Jalan Sibayak,living_street,20,4,18.504,"LINESTRING (106.8495441 -6.2010454, 106.8497081 -6.2010121)",,,,,,
357148031,5063679256,0,519264827,False,1,Jalan Mujahidin,residential,20,3,56.94,"LINESTRING (106.7628446 -6.2399909, 106.7623311 -6.2400315)",,,,,,
361122728,361122833,0,32201153,False,1,Jalan Tabanas,residential,5,5,52.928,"LINESTRING (106.8010016 -6.2824214, 106.8009663 -6.2828961)",,,,,,
361122735,6587878088,0,32201153,False,1,Jalan Tabanas,residential,5,5,6.251,"LINESTRING (106.8009077 -6.2835301, 106.800897 -6.2835853)",,,,,,
361122735,361122833,0,32201153,False,1,Jalan Tabanas,residential,5,5,70.795,"LINESTRING (106.8009077 -6.2835301, 106.8009663 -6.2828961)",,,,,,
361122739,6702082240,0,32201153,False,1,Jalan Tabanas,residential,5,5,4.252,"LINESTRING (106.8008257 -6.2844093, 106.8008021 -6.2844395)",,,,,,
361122739,6587878085,0,32201153,False,1,Jalan Tabanas,residential,5,5,52.395,"LINESTRING (106.8008257 -6.2844093, 106.8008595 -6.2839393)",,,,,,
361122741,361122743,0,32201153,False,1,Jalan Tabanas,residential,5,5,28.853,"LINESTRING (106.8006653 -6.2845676, 106.8004043 -6.2845627)",,,,,,
361122741,6702082242,0,32201153,False,1,Jalan Tabanas,residential,5,5,3.275,"LINESTRING (106.8006653 -6.2845676, 106.8006948 -6.2845648)",,,,,,
361122743,7036645333,0,32201153,False,1,Jalan Tabanas,residential,5,5,19.498,"LINESTRING (106.8004043 -6.2845627, 106.8002281 -6.2845541)",,,,,,
361122743,361122741,0,32201153,False,1,Jalan Tabanas,residential,5,5,28.853,"LINESTRING (106.8004043 -6.2845627, 106.8006653 -6.2845676)",,,,,,
361122833,361122735,0,32201153,False,1,Jalan Tabanas,residential,5,5,70.795,"LINESTRING (106.8009663 -6.2828961, 106.8009077 -6.2835301)",,,,,,
361122833,361122728,0,32201153,False,1,Jalan Tabanas,residential,5,5,52.928,"LINESTRING (106.8009663 -6.2828961, 106.8010016 -6.2824214)",,,,,,
367434580,6318809314,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,2.024,"LINESTRING (106.7119859 -6.1147652, 106.7119859 -6.114747)",,,,,,
367434580,5504367461,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,114.631,"LINESTRING (106.7119859 -6.1147652, 106.7124761 -6.1156736)",,,,,,
367434599,6318805702,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,1.519,"LINESTRING (106.7127436 -6.1139558, 106.7127507 -6.1139441)",,,,,,
367434599,5504367464,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,42.425,"LINESTRING (106.7127436 -6.1139558, 106.7124739 -6.1142272)",,,,,,
367434601,3225656376,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,34.562,"LINESTRING (106.7127599 -6.1130532, 106.7127372 -6.1127432)",,,,,,
367434601,5047306675,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,43.259,"LINESTRING (106.7127599 -6.1130532, 106.7127496 -6.1134421)",,,,,,
367434604,4982519698,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,19.124,"LINESTRING (106.7125988 -6.112028, 106.71253 -6.1118702)",,,,,,
367434604,7246655142,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,4.741,"LINESTRING (106.7125988 -6.112028, 106.7126119 -6.1120686)",,,,,,
367434611,4982520605,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,8.153,"LINESTRING (106.7113071 -6.1101575, 106.7112679 -6.1100954)",,,,,,
367434611,3225656342,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,25.682,"LINESTRING (106.7113071 -6.1101575, 106.7114356 -6.1103499)",,,,,,
367434614,5504367456,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,16.546,"LINESTRING (106.7108608 -6.1094151, 106.7107737 -6.1092941)",,,,,,
367434614,5504367486,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,8.617,"LINESTRING (106.7108608 -6.1094151, 106.7108989 -6.1094827)",,,,,,
367434621,4982520455,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,10.646,"LINESTRING (106.7106124 -6.1090641, 106.7105541 -6.1089879)",,,,,,
367434621,5504367456,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,31.179,"LINESTRING (106.7106124 -6.1090641, 106.7107737 -6.1092941)",,,,,,
367434627,4982520456,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,13.481,"LINESTRING (106.7105145 -6.1089295, 106.7104603 -6.1088209)",,,,,,
367434627,4982520639,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,3.432,"LINESTRING (106.7105145 -6.1089295, 106.7105299 -6.1089563)",,,,,,
367434632,4982520409,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,12.11,"LINESTRING (106.7096549 -6.1075146, 106.7095691 -6.1074469)",,,,,,
367434632,4982520493,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,14.579,"LINESTRING (106.7096549 -6.1075146, 106.7097352 -6.1076186)",,,,,,
367434636,6322258394,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,8.221,"LINESTRING (106.7092847 -6.1072212, 106.7092395 -6.1071625)",,,,,,
367434636,4982520497,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,8.595,"LINESTRING (106.7092847 -6.1072212, 106.7093449 -6.1072701)",,,,,,
367434644,6322176160,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,16.152,"LINESTRING (106.7081483 -6.1047875, 106.708121 -6.1046448)",,,,,,
367434644,3876929685,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,17.546,"LINESTRING (106.7081483 -6.1047875, 106.7081898 -6.1049398)",,,,,,
367434648,6322176161,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,15.156,"LINESTRING (106.7081394 -6.1042605, 106.7081398 -6.1043968)",,,,,,
367434648,4927853625,0,384393407,False,1,Jalan Kebon Kelapa,residential,5,5,55.127,"LINESTRING (106.7081394 -6.1042605, 106.707919 -6.1038158)",,,,,,
367789963,7331852462,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,19.234,"LINESTRING (106.7239735 -6.1261631, 106.7241412 -6.1262091)",,,,,,
367789963,7265525130,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,21.678,"LINESTRING (106.7239735 -6.1261631, 106.7237885 -6.1260985)",,,,,,
367789964,7265525131,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,6.273,"LINESTRING (106.7233608 -6.1259685, 106.7234175 -6.1259705)",,,,,,
367789964,4984602045,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,9.372,"LINESTRING (106.7233608 -6.1259685, 106.7232761 -6.1259718)",,,,,,
367789965,7821318659,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,12.563,"LINESTRING (106.7224854 -6.1260997, 106.7225942 -6.1260671)",,,,,,
367789965,388061222,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,15.407,"LINESTRING (106.7224854 -6.1260997, 106.7223617 -6.1261635)",,,,,,
367789966,7257271275,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,7.075,"LINESTRING (106.7215775 -6.1269083, 106.7216363 -6.1268832)",,,,,,
367789966,7257271276,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,11.082,"LINESTRING (106.7215775 -6.1269083, 106.7214831 -6.1269418)",,,,,,
367789967,7257271278,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,6.039,"LINESTRING (106.7212559 -6.1270205, 106.7213081 -6.1270045)",,,,,,
367789967,7257271280,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,2.973,"LINESTRING (106.7212559 -6.1270205, 106.72123 -6.1270133)",,,,,,
367789969,4982519996,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,10.102,"LINESTRING (106.7205725 -6.1263757, 106.7206224 -6.1264518)",,,,,,
367789969,4982519989,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,20.305,"LINESTRING (106.7205725 -6.1263757, 106.7204634 -6.1262288)",,,,,,
367789971,4984602052,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,50.825,"LINESTRING (106.7172459 -6.1225521, 106.7175437 -6.1229003)",,,,,,
367789971,388061231,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,78.215,"LINESTRING (106.7172459 -6.1225521, 106.7168105 -6.1219977)",,,,,,
368389225,5504367422,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,51.424,"LINESTRING (106.7130377 -6.1167761, 106.7128441 -6.1163556)",,,,,,
368389225,4982510408,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,15.067,"LINESTRING (106.7130377 -6.1167761, 106.7131036 -6.1168947)",,,,,,
368389333,5047306675,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,46.739,"LINESTRING (106.7127551 -6.1138624, 106.7127496 -6.1134421)",,,,,,
368389333,6318805703,0,32666045,False,1,Jalan Lingkungan III,tertiary,10,6,7.217,"LINESTRING (106.7127551 -6.1138624, 106.7127555 -6.1139273)",,,,,,
371029623,6474518087,0,108487815,True,1,Jalan Marina Indah,residential,30,3,11.094,"LINESTRING (106.7457534 -6.1123225, 106.7457631 -6.1124218)",,,,,,
371029682,1244654043,0,108487813,True,1,Jalan Marina Indah,residential,30,3,10.872,"LINESTRING (106.7456661 -6.1124166, 106.7456622 -6.1123189)",,,,,,
377651815,6285901031,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,12.883,"LINESTRING (106.7207059 -6.1266444, 106.720769 -6.1267418)",,,,,,
377651815,4982520005,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,5.837,"LINESTRING (106.7207059 -6.1266444, 106.7206889 -6.1265947)",,,,,,
377651871,7265525130,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,25.645,"LINESTRING (106.7235705 -6.1260197, 106.7237885 -6.1260985)",,,,,,
377651871,7265525132,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,11.586,"LINESTRING (106.7235705 -6.1260197, 106.7234732 -6.125981)",,,,,,
387395838,260933024,0,24055277,False,,Summagung 1,residential,30,,48.157,"LINESTRING (106.9007143 -6.1734671, 106.9010854 -6.1736939)",,,,,,
387395838,1417312809,0,24055277,False,,Summagung 1,residential,30,,90.797,"LINESTRING (106.9007143 -6.1734671, 106.9000146 -6.1730395)",,,,,,
388061222,367789965,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,15.407,"LINESTRING (106.7223617 -6.1261635, 106.7224854 -6.1260997)",,,,,,
388061222,6322145253,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,25.337,"LINESTRING (106.7223617 -6.1261635, 106.7222027 -6.1263276)",,,,,,
388061230,4984601631,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,18.91,"LINESTRING (106.7182235 -6.1236731, 106.7183413 -6.1237964)",,,,,,
388061230,6583237185,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,39.115,"LINESTRING (106.7182235 -6.1236731, 106.7179862 -6.1234122)",,,,,,
388061231,367789971,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,78.215,"LINESTRING (106.7168105 -6.1219977, 106.7172459 -6.1225521)",,,,,,
388061231,6581175519,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,31.476,"LINESTRING (106.7168105 -6.1219977, 106.7166311 -6.1217779)",,,,,,
388061234,6581154941,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,54.475,"LINESTRING (106.7154733 -6.1202435, 106.7157572 -6.1206439)",,,,,,
388061234,4984601944,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,112.004,"LINESTRING (106.7154733 -6.1202435, 106.7148809 -6.1194264)",,,,,,
388061236,6581175519,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,49.952,"LINESTRING (106.7163465 -6.121429, 106.7166311 -6.1217779)",,,,,,
388061236,4984601637,0,508955187,False,2,Jalan Menceng Raya,tertiary,10,7,48.741,"LINESTRING (106.7163465 -6.121429, 106.7160774 -6.1210818)",,,,,,
391160277,2377774941,0,343484840,False,2,,residential,20,5,35.834,"LINESTRING (106.7427429 -6.1362798, 106.7429282 -6.1365442)",,,,,,
391160277,3238902128,0,343484840,False,2,,residential,20,5,42.811,"LINESTRING (106.7427429 -6.1362798, 106.7425002 -6.1359798)",,,,,,
391160294,3675804720,0,367046898,False,,,residential,20,5,22.54,"LINESTRING (106.7368873 -6.131304, 106.7370182 -6.1314594)",,,,,,
391160333,7360532819,0,787321847,False,,,track,20,,26.263,"LINESTRING (106.7391847 -6.1320126, 106.7393281 -6.1322009)",,no,,,,
391160341,7360532820,0,683044800,False,,,track,20,,79.727,"LINESTRING (106.7408573 -6.1342077, 106.7414025 -6.134677)",,,,,,
391160341,7360532819,0,683044800,False,,,track,20,,279.96,"LINESTRING (106.7408573 -6.1342077, 106.7393281 -6.1322009)",,,,,,
391160342,5509850845,0,343484840,False,2,,residential,20,5,117.723,"LINESTRING (106.7415861 -6.1348351, 106.7422533 -6.1356602)",,,,,,
391160342,7360532820,0,787321848,False,,,residential,20,,26.853,"LINESTRING (106.7415861 -6.1348351, 106.7414025 -6.134677)",,,,,,
393787408,393885942,0,24884673,False,2,Jalan Hidup Baru,tertiary,20,4,19.233,"LINESTRING (106.8359904 -6.1401799, 106.8358419 -6.1400898)",,,,,,
393787408,5111366692,0,24884673,False,2,Jalan Hidup Baru,tertiary,20,4,17.956,"LINESTRING (106.8359904 -6.1401799, 106.8361288 -6.1402644)",,,,,,
393885927,5111366839,0,24884673,False,2,Jalan Hidup Baru,tertiary,20,4,22.948,"LINESTRING (106.8352155 -6.1397259, 106.8350371 -6.1396204)",,,,,,
393885927,5621631370,0,24884673,False,2,Jalan Hidup Baru,tertiary,20,4,14.852,"LINESTRING (106.8352155 -6.1397259, 106.8353316 -6.1397931)",,,,,,
393885942,5130623478,0,24884673,False,2,Jalan Hidup Baru,tertiary,20,4,20.41,"LINESTRING (106.8358419 -6.1400898, 106.8356831 -6.1399962)",,,,,,
393885942,393787408,0,24884673,False,2,Jalan Hidup Baru,tertiary,20,4,19.233,"LINESTRING (106.8358419 -6.1400898, 106.8359904 -6.1401799)",,,,,,
393885944,5111366694,0,24884673,False,2,Jalan Hidup Baru,tertiary,20,4,37.324,"LINESTRING (106.8366528 -6.1405868, 106.8363662 -6.1404094)",,,,,,
393885944,7047747654,0,754309045,False,2,Jalan Hidup Baru,tertiary,20,4,28.396,"LINESTRING (106.8366528 -6.1405868, 106.8368693 -6.1407242)",,,,,,
393885947,5111366702,0,754309045,False,2,Jalan Hidup Baru,tertiary,20,4,47.437,"LINESTRING (106.8375858 -6.1411711, 106.8372194 -6.1409491)",,,,,,
393885947,7047789809,0,754309045,False,2,Jalan Hidup Baru,tertiary,20,4,36.989,"LINESTRING (106.8375858 -6.1411711, 106.8378715 -6.1413442)",,,,,,
