u,v,key,osmid,oneway,name,highway,length,geometry,maxspeed,lanes,width,bridge,access,est_width,tunnel,service,ref,junction
42440966,7556282024,0,"[195743297, 808190576, 5671056, 808190578, 808190584, 809013917, 809013918]",True,"['Amsterdam Avenue', '10th Avenue']",primary,844.0749999999998,"LINESTRING (-73.98949949999999 40.7678249, -73.9894558 40.7678822, -73.98909260000001 40.7683836, -73.9890489 40.7684455, -73.9890035 40.7685067, -73.9888559 40.7687105, -73.9886296 40.7690228, -73.988561 40.7691175, -73.9884869 40.7692185, -73.9881062 40.7697372, -73.98808289999999 40.7697689, -73.988013 40.7698642, -73.9878368 40.7701086, -73.987617 40.7704137, -73.9871878 40.7709854, -73.98715319999999 40.7710315, -73.9870829 40.7711268, -73.9869126 40.7713579, -73.9869068 40.7713658, -73.9867287 40.771612, -73.98668960000001 40.7716682, -73.9866399 40.7717375, -73.9862984 40.7722136, -73.98624460000001 40.7722871, -73.9861793 40.7723764, -73.9857753 40.7729307, -73.9853664 40.7734918, -73.98533279999999 40.7735379, -73.9852889 40.7736007, -73.9849335 40.7740858, -73.9848805 40.7741585, -73.98482389999999 40.7742362, -73.9846522 40.774469)",25 mph,"['4', '3']",,,,,,,,
42445498,4202984496,0,"[420358889, 420358891, 420358894, 420358895, 420358898, 439933947]",True,Lafayette Street,secondary,445.3829999999999,"LINESTRING (-73.996476 40.723686, -73.99604170000001 40.7242102, -73.99588199999999 40.724403, -73.9955552 40.7248122, -73.9954273 40.7249621, -73.99536639999999 40.7250362, -73.99527139999999 40.7251537, -73.9952076 40.7252274, -73.99471149999999 40.7258521, -73.994648 40.7259345, -73.994632 40.7259553, -73.9945838 40.726018, -73.99440300000001 40.726263, -73.994129 40.72664, -73.9937683 40.7271247)",25 mph,,,,,,,,,
42446363,42440966,0,"[195743301, 601733867, 808190577, 808190579, 808190588]",True,10th Avenue,primary,239.41699999999997,"LINESTRING (-73.9908697 40.7659384, -73.9906127 40.766291, -73.9904543 40.7665083, -73.9904253 40.766548, -73.9903666 40.7666285, -73.9899972 40.7671351, -73.9899624 40.7671828, -73.9899106 40.7672543, -73.9897151 40.7675242, -73.9895456 40.7677582, -73.98949949999999 40.7678249)",25 mph,"['4', '3']",60',,,,,,,
42446363,2709968341,0,46538375,True,West 52nd Street,residential,282.852,"LINESTRING (-73.9908697 40.7659384, -73.98818110000001 40.7648025, -73.988034 40.7647403, -73.9879366 40.7646992)",25 mph,1,,,,,,,,
42446528,42436939,0,5672176,True,4th Avenue,secondary,86.882,"LINESTRING (-73.990027 40.732756, -73.989868 40.733528)",25 mph,2,,,,,,,,
42446528,4376122110,0,5671429,True,East 12th Street,residential,405.083,"LINESTRING (-73.990027 40.732756, -73.9882889 40.7320224, -73.9881498 40.7319637, -73.9880103 40.7319051, -73.987489 40.731686, -73.98590900000001 40.731019, -73.98582639999999 40.7309842)",25 mph,,,,,,,,,
42446552,42446562,0,479642033,True,East 12th Street,residential,224.329,"LINESTRING (-73.981325 40.729086, -73.978998 40.728106)",20 mph,,,,,,,,,
42446552,42436944,0,584971531,False,Avenue A,secondary,81.223,"LINESTRING (-73.981325 40.729086, -73.980858 40.729725)",20 mph,2,,,,,,,,
42446552,42454997,0,584971531,False,Avenue A,secondary,81.239,"LINESTRING (-73.981325 40.729086, -73.98179 40.728446)",20 mph,2,,,,,,,,
42446562,42436947,0,813956617,False,Avenue B,secondary,81.117,"LINESTRING (-73.978998 40.728106, -73.97853600000001 40.728746)",20 mph,2,,,,,,,,
42446562,42455007,0,813956617,False,Avenue B,secondary,81.29,"LINESTRING (-73.978998 40.728106, -73.97946899999999 40.727468)",20 mph,2,,,,,,,,
42446562,42446571,0,479642033,True,East 12th Street,residential,228.596,"LINESTRING (-73.978998 40.728106, -73.9784903 40.7278864, -73.9766295 40.7271037)",20 mph,,,,,,,,,
42446571,42436957,0,477151468,False,Avenue C,secondary,81.691,"LINESTRING (-73.9766295 40.7271037, -73.9761797 40.7277545)",20 mph,2,,,,,,,,
42446571,42455013,0,477151468,False,Avenue C,secondary,80.724,"LINESTRING (-73.9766295 40.7271037, -73.97709829999999 40.7264706)",20 mph,2,,,,,,,,
42453624,7372860102,0,788602262,True,,cycleway,5.81,"LINESTRING (-73.9886534 40.7428254, -73.98859419999999 40.7427986)",,,,,,,,,,
42453624,42428212,0,5672273,True,West 25th Street,residential,49.739,"LINESTRING (-73.9886534 40.7428254, -73.9887617 40.7428746, -73.98907320000001 40.7430047, -73.9891667 40.7430463)",25 mph,1,,,,,,,,
486867548,7612925052,0,496990216,True,Delancey Street,primary,11.593,"LINESTRING (-73.9866261 40.7179497, -73.98654430000001 40.7179173, -73.9865042 40.7179014)",25 mph,,,,,,,,,
587934172,42428962,0,"[46577961, 46114483, 440122910]",False,West 158th Street,secondary,410.553,"LINESTRING (-73.94883179999999 40.836532, -73.9486588 40.8364635, -73.94809410000001 40.8362245, -73.9476257 40.8360263, -73.9473333 40.8359026, -73.94588640000001 40.8352903, -73.9456168 40.8351701, -73.9454337 40.8350927, -73.9445661 40.834739)",,,,yes,,,,,,
589100164,1478572240,0,"[47796685, 46201649, 194926842, 620680161]",True,FDR Drive,"['primary', 'residential']",562.277,"LINESTRING (-73.97418380000001 40.7371659, -73.9741569 40.7372256, -73.97360020000001 40.7380038, -73.9735369 40.7380938, -73.97340010000001 40.7382882, -73.9732759 40.7384627, -73.9731472 40.7386448, -73.9730101 40.7388625, -73.9729473 40.7389935, -73.9728811 40.7391651, -73.972821 40.7393342, -73.97273819999999 40.7396138, -73.9727065 40.7398005, -73.97270229999999 40.7400465, -73.9725277 40.740693, -73.9723966 40.7414446, -73.9723966 40.7415625, -73.9724365 40.7419514)",25 mph,,,,,,,,,
765367023,42435197,0,5670333,False,Edgecombe Avenue,residential,38.471,"LINESTRING (-73.9354605 40.8408038, -73.93531539999999 40.8404757)",,,,,,,,,,
1764400286,42429215,0,5670131,False,Dyckman Street,primary,481.678,"LINESTRING (-73.9247646 40.8616359, -73.9248151 40.8617075, -73.9253404 40.8625206, -73.925381 40.8625952, -73.9254256 40.8626664, -73.9255644 40.8628817, -73.9259512 40.8634817, -73.926011 40.863575, -73.92608079999999 40.8636838, -73.92662 40.864525, -73.9272714 40.8655306)",,,,,,,,,,
1764400286,6882378484,0,"[104144064, 734864200, 734640621]",False,Dyckman Street,primary,26.040000000000003,"LINESTRING (-73.9247646 40.8616359, -73.92471020000001 40.8615543, -73.92464099999999 40.8614596, -73.9246218 40.8614282)",,,,,,,,,,
1764400286,6882378481,0,"[734871769, 734864203]",True,Fort George Hill,"['cycleway', 'secondary']",29.732000000000003,"LINESTRING (-73.9247646 40.8616359, -73.92484899999999 40.8615058, -73.9248369 40.8614111, -73.9248334 40.8613839)",,,,,,,,,,
2351532377,42440966,0,499172074,True,West 55th Street,residential,283.582,"LINESTRING (-73.9865684 40.7665696, -73.9866698 40.76661, -73.9893718 40.7677701, -73.98949949999999 40.7678249)",,1,,,,,,,,
2351532377,2709968341,0,475123131,True,9th Avenue,cycleway,237.767,"LINESTRING (-73.9865684 40.7665696, -73.98694450000001 40.7660493, -73.98701749999999 40.7659483, -73.987387 40.7654456, -73.9874777 40.7653222, -73.9878538 40.7648116, -73.9879366 40.7646992)",,,,,,,,,,
2704112780,3817756015,0,619277989,True,East 29th Street,residential,208.61499999999998,"LINESTRING (-73.9759109 40.740688, -73.9763627 40.7408793, -73.9764076 40.7408983, -73.9771815 40.741226, -73.9780305 40.7415855, -73.9780724 40.7416033)",25 mph,,,,,,,,,
2704112780,3834459542,0,229904064,True,1st Avenue,cycleway,483.73999999999995,"LINESTRING (-73.9759109 40.740688, -73.9754944 40.7412434, -73.9754938 40.7412442, -73.97544069999999 40.741315, -73.9753747 40.7414057, -73.974791 40.7422065, -73.9743816 40.7427682, -73.97417419999999 40.7430568, -73.97411390000001 40.7431357, -73.974057 40.7432167, -73.97372350000001 40.7436905, -73.9736923 40.7437337, -73.9736242 40.7438288, -73.9735472 40.7439308, -73.97321289999999 40.7443898, -73.9731845 40.7444257, -73.9731348 40.7444959)",,,,,,,,,,
3212472816,486867548,0,"[421827960, 496990216, 451954060, 221687793, 231393429, 446864088, 421827961, 421827962]",True,Delancey Street,primary,341.255,"LINESTRING (-73.9903635 40.7191283, -73.9902756 40.7191047, -73.99020470000001 40.7190799, -73.9898742 40.7189791, -73.9898073 40.7189587, -73.9897356 40.7189369, -73.9893017 40.7188045, -73.9891197 40.718749, -73.9890504 40.7187279, -73.9889853 40.7187081, -73.9885488 40.7185781, -73.98835990000001 40.7185173, -73.98823969999999 40.7184807, -73.98812700000001 40.7184463, -73.98745049999999 40.71824, -73.9867043 40.7179773, -73.9866261 40.7179497)",25 mph,,,,,,,,,
3212472816,42432060,0,"[221687792, 800811036, 221687790]",True,Allen Street,"['cycleway', 'primary']",300.214,"LINESTRING (-73.9903635 40.7191283, -73.99021089999999 40.7192474, -73.990162 40.7193424, -73.9899095 40.719832, -73.98961180000001 40.72041, -73.9895903 40.7204518, -73.9895582 40.7205141, -73.9890192 40.7215604, -73.9889948 40.7216077)",25 mph,,,,,,,,,
3212472830,42432057,0,814840326,True,Allen Street,primary,131.223,"LINESTRING (-73.9888376 40.722825, -73.9889242 40.7225994, -73.9890116 40.7223718, -73.9892512 40.721748, -73.9892727 40.7216919)",25 mph,,,,,,,,,
3212472843,3212472816,0,221687793,True,Delancey Street,primary,17.243,"LINESTRING (-73.9905533 40.7191862, -73.9903635 40.7191283)",25 mph,,,,,,,,,
3212472843,4489003009,0,"[568305336, 799833490, 799813236]",True,,cycleway,977.6279999999995,"LINESTRING (-73.9905533 40.7191862, -73.9905277 40.7190956, -73.9905187 40.7190625, -73.9907694 40.7185907, -73.9908729 40.7183959, -73.9908968 40.7183485, -73.99093569999999 40.7182714, -73.991079 40.7179853, -73.99133019999999 40.7174836, -73.99135889999999 40.7174077, -73.9913933 40.7173302, -73.9914134 40.7172924, -73.9914526 40.7172523, -73.99181729999999 40.7165434, -73.99188890000001 40.7164148, -73.9918977 40.7163873, -73.9919007 40.7163502, -73.9919311 40.7162806, -73.99198629999999 40.7161758, -73.9925088 40.7151835, -73.9925521 40.715101, -73.9925892 40.7150303, -73.9925928 40.7150236, -73.9927215 40.7147694, -73.9927497 40.7147105, -73.99276450000001 40.7146627, -73.9927698 40.7145773, -73.9927658 40.7145092, -73.9927576 40.7144479, -73.9927478 40.7143743, -73.99274010000001 40.7143166, -73.9926961 40.7139857, -73.9926766 40.7138533, -73.99258759999999 40.7132484, -73.992577 40.7131763, -73.99256819999999 40.7131164, -73.99256200000001 40.7130739, -73.99248420000001 40.712527, -73.9924729 40.7124679, -73.9924487 40.7123419, -73.9924565 40.7122579, -73.9924036 40.7119094, -73.99238990000001 40.7118024, -73.992369 40.7117607, -73.99236209999999 40.7117061, -73.9923124 40.7113089, -73.99226539999999 40.7111722, -73.9922399 40.7111023, -73.9921734 40.7110093, -73.9921614 40.710986, -73.9921349 40.7109679, -73.9921251 40.7109249, -73.9921164 40.7108667, -73.9920554 40.7107851)",,,,,,,,,,
3630249566,486876882,0,38605306,False,Clinton Street,cycleway,9.372,"LINESTRING (-73.9858048 40.7176436, -73.98576300000001 40.7177217)",,,,,,,,,,
3817756015,42436748,0,"[226040993, 222299258, 619277989]",True,East 29th Street,residential,530.249,"LINESTRING (-73.9780724 40.7416033, -73.9781976 40.7416557, -73.97830860000001 40.7417022, -73.98027209999999 40.7425278, -73.98041019999999 40.7425859, -73.98055549999999 40.7426471, -73.9806394 40.7426825, -73.9809217 40.7428015, -73.9819126 40.7432189, -73.982012 40.7432609, -73.98212150000001 40.743307, -73.9835731 40.7439209)",25 mph,,,,,,,,,
3817756015,4376122111,0,378363224,True,2nd Avenue,cycleway,1268.5310000000002,"LINESTRING (-73.9780724 40.7416033, -73.9781126 40.7415479, -73.9784763 40.7410468, -73.978521 40.7409853, -73.97856229999999 40.7409283, -73.9789269 40.740426, -73.9790086 40.7403136, -73.9793727 40.7398123, -73.97942159999999 40.7397436, -73.9794603 40.7396914, -73.97987310000001 40.7391266, -73.9803081 40.7385046, -73.980716 40.7379465, -73.98081449999999 40.7378405, -73.9808938 40.7377576, -73.9813161 40.7371736, -73.9817647 40.7365666, -73.9821843 40.7359854, -73.9826104 40.7353955, -73.98303919999999 40.7348108, -73.98342270000001 40.7342887, -73.9834666 40.734229, -73.98350739999999 40.734173, -73.98390139999999 40.7336328, -73.98431720000001 40.7330627, -73.9843628 40.7330002, -73.9848717 40.7323182, -73.9853655 40.7316249)",,,,,,,,,,
3834459527,4376122111,0,25162679,True,East 13th Street,residential,210.786,"LINESTRING (-73.98318020000001 40.7307023, -73.98470620000001 40.7313466, -73.9853655 40.7316249)",25 mph,1,,,,,,,,
3834459527,2704112780,0,229904064,True,1st Avenue,cycleway,1268.324,"LINESTRING (-73.98318020000001 40.7307023, -73.9827652 40.7312695, -73.9827375 40.7313042, -73.98266719999999 40.7314023, -73.982608 40.7314846, -73.9822477 40.7319894, -73.9822173 40.7320275, -73.98218009999999 40.7320791, -73.9821311 40.7321457, -73.98178249999999 40.73262, -73.9817582 40.7326527, -73.9817084 40.7327235, -73.9816574 40.7327912, -73.9813285 40.7332499, -73.98130399999999 40.7332881, -73.981283 40.7333132, -73.98124749999999 40.7333635, -73.98093969999999 40.7337986, -73.9809108 40.7338365, -73.98086929999999 40.733895, -73.9808262 40.7339557, -73.9804903 40.7344099, -73.9804735 40.7344272, -73.9804333 40.7344781, -73.98038990000001 40.734537, -73.9800697 40.7349755, -73.9800414 40.7350135, -73.9799963 40.7350685, -73.97995880000001 40.7351213, -73.9796466 40.7355442, -73.9796068 40.7355913, -73.97957030000001 40.7356379, -73.9795213 40.7357053, -73.9791764 40.7361921, -73.979163 40.7362105, -73.9791362 40.7362496, -73.97908080000001 40.736326, -73.9787194 40.7368242, -73.9787078 40.7368378, -73.9786429 40.7369274, -73.9785605 40.7370345, -73.9781979 40.7375367, -73.9781533 40.7375964, -73.97774800000001 40.7381582, -73.9777054 40.738215, -73.9773089 40.7387322, -73.9772808 40.7387709, -73.9772375 40.7388333, -73.97719429999999 40.7389109, -73.976872 40.7393685, -73.976845 40.7394026, -73.97679789999999 40.7394512, -73.9767552 40.7395111, -73.97639580000001 40.7400134, -73.9763468 40.7400776, -73.9759689 40.7406075, -73.9759109 40.740688)",,,,,,,,,,
3834459543,42446552,0,"[479642033, 5671429]",True,East 12th Street,residential,223.65499999999997,"LINESTRING (-73.9836439 40.7300646, -73.983536 40.7300191, -73.9827351 40.7296811, -73.981325 40.729086)","['20 mph', '25 mph']",,,,,,,,,
3834459543,3834459527,0,229904064,True,1st Avenue,cycleway,80.972,"LINESTRING (-73.9836439 40.7300646, -73.9831959 40.7306848, -73.98318020000001 40.7307023)",,,,,,,,,,
4234425009,42446528,0,"[439933928, 439933946]",True,"['4th Avenue', 'Lafayette Street']",secondary,235.65300000000002,"LINESTRING (-73.99059939999999 40.7306923, -73.9904097 40.7310019, -73.9903654 40.7312044, -73.9903509 40.7312807, -73.99033679999999 40.7313496, -73.9902032 40.7319645, -73.990027 40.732756)",25 mph,"['3', '2']",,,,,,,,
4320028826,42430805,0,5669953,True,7th Avenue South,secondary,15.017,"LINESTRING (-74.0027408 40.7337334, -74.0028114 40.7336094)",25 mph,,,,,,,,,
4320028826,42457728,0,46608946,True,West 4th Street,residential,61.822,"LINESTRING (-74.0027408 40.7337334, -74.0028301 40.7338203, -74.0029703 40.7342533)",20 mph,,,,,,,,,
4376122110,3834459543,0,5671429,True,East 12th Street,residential,210.419,"LINESTRING (-73.98582639999999 40.7309842, -73.9836439 40.7300646)",25 mph,,,,,,,,,
4376122110,4539951613,0,"[378363224, 457937085]",True,2nd Avenue,cycleway,934.6049999999999,"LINESTRING (-73.98582639999999 40.7309842, -73.986293 40.7303473, -73.98674010000001 40.7297488, -73.9871689 40.7291572, -73.9875926 40.7285734, -73.98803289999999 40.7279573, -73.98846260000001 40.727377, -73.9889038 40.726768, -73.989351 40.7261557, -73.98979079999999 40.7255486, -73.9902539 40.7249036, -73.9907568 40.7242276, -73.9907992 40.7241799, -73.99084139999999 40.724112, -73.9908824 40.7240336, -73.9909061 40.7239497, -73.9909224 40.7238013, -73.99093480000001 40.7237141, -73.9909775 40.723573)",,,,,,,,,,
4376122111,4376122110,0,378363224,True,2nd Avenue,cycleway,81.14,"LINESTRING (-73.9853655 40.7316249, -73.98582639999999 40.7309842)",,,,,,,,,,
4376122111,42436939,0,25162679,True,East 13th Street,residential,434.40599999999995,"LINESTRING (-73.9853655 40.7316249, -73.985444 40.731658, -73.9875558 40.7325503, -73.9876833 40.7326041, -73.9878229 40.7326631, -73.9884737 40.7329383, -73.989868 40.733528)",25 mph,1,,,,,,,,
4544455459,6210777835,0,499172074,True,West 55th Street,residential,170.97199999999998,"LINESTRING (-73.9821566 40.7647121, -73.98226270000001 40.7647568, -73.98234739999999 40.7647924, -73.9827959 40.764981, -73.98382669999999 40.7654145, -73.9839314 40.7654586)",,1,,,,,,,,
4544455459,42428303,0,433476262,True,Broadway,cycleway,643.2309999999999,"LINESTRING (-73.9821566 40.7647121, -73.9824153 40.7640099, -73.9827672 40.7633301, -73.98315839999999 40.7626805, -73.98356149999999 40.7620367, -73.9840231 40.76142, -73.98442970000001 40.7607675, -73.98477010000001 40.7600919, -73.9848015 40.76005, -73.9850093 40.7594929, -73.9851384 40.7594263)",,,2,,,,,,,
4886228960,42430361,0,"[384649120, 587038081, 448686048, 496983396, 496983397, 496982024, 127693103, 440122868, 464516471]",True,6th Avenue,secondary,1390.3980000000001,"LINESTRING (-73.9879243 40.7495676, -73.98781700000001 40.7497204, -73.9877494 40.7498158, -73.987696 40.7498891, -73.9874138 40.7502834, -73.98732529999999 40.7504071, -73.9872829 40.7504635, -73.9872396 40.7505247, -73.987037 40.7507992, -73.9868238 40.751088, -73.98639900000001 40.7517, -73.985947 40.752317, -73.985488 40.752935, -73.9850397 40.7535585, -73.984596 40.754177, -73.984118 40.754842, -73.9840313 40.7549599, -73.98362400000001 40.755516, -73.9831665 40.7561421, -73.9827118 40.7567712, -73.9822973 40.7573313, -73.9822537 40.7573902, -73.9822004 40.7574634, -73.9817975 40.7580163, -73.9816514 40.7582175, -73.9813845 40.758585, -73.981341 40.758645, -73.9809206 40.7592221, -73.9808828 40.7592744, -73.9804657 40.7598448, -73.9804176 40.7599106, -73.98028069999999 40.7601009, -73.97997220000001 40.7605248)",25 mph,4,,,,,,,,
5545401594,42427824,0,"[5669669, 506680905, 506680906, 711147864, 711147865]",True,West 29th Street,"['residential', 'unclassified']",556.183,"LINESTRING (-73.99850600000001 40.7502065, -73.998626 40.7502567, -73.99925399999999 40.7505216, -74.001079 40.7512962, -74.0014254 40.7514485, -74.0021278 40.7517441, -74.0042703 40.7526457)",25 mph,,,,,,,,,
5545401594,5545401592,0,674686233,True,9th Avenue,cycleway,234.949,"LINESTRING (-73.99850600000001 40.7502065, -73.998525 40.7501805, -73.99894690000001 40.7496032, -73.998986 40.7495495, -73.99946060000001 40.7488993, -73.99979519999999 40.7484409, -73.99985820000001 40.7483585)",,,,,,,,,,
5837088105,42430796,0,46610727,True,7th Avenue South,secondary,43.808,"LINESTRING (-74.00358249999999 40.7322539, -74.0036485 40.7321384, -74.0037892 40.7318924)",25 mph,,,,,,,,,
5837088105,42431531,0,46610726,True,Barrow Street,residential,140.599,"LINESTRING (-74.00358249999999 40.7322539, -74.003631 40.7322855, -74.0036376 40.7322895, -74.0036442 40.7322927, -74.0036515 40.7322953, -74.00365960000001 40.7322973, -74.00366699999999 40.7322982, -74.0036755 40.7322981, -74.0036887 40.7322962, -74.00371749999999 40.7322874, -74.0051065 40.7318361)",20 mph,,,,,,,,,
6173564360,42428588,0,693838030,True,Columbus Avenue,primary,39.918,"LINESTRING (-73.98208529999999 40.7729853, -73.98211809999999 40.7729337, -73.9822975 40.7726643)",25 mph,,,,,,,,,
6175849554,4544455459,0,"[169381958, 499172074, 455122830, 226041012, 226041013, 710571387, 544812894]",True,"['East 55th Street', 'West 55th Street']","['residential', 'unclassified']",1543.3740000000005,"LINESTRING (-73.9661323 40.7579791, -73.9662316 40.7580217, -73.9675154 40.758555, -73.9683338 40.7589018, -73.96847150000001 40.7589594, -73.9694343 40.7593625, -73.9700854 40.7596351, -73.97160150000001 40.7602698, -73.9718087 40.7603565, -73.9732061 40.7609461, -73.9733087 40.7609894, -73.97491530000001 40.7616696, -73.97801699999999 40.7629714, -73.9781397 40.763023, -73.9782755 40.7630803, -73.9792454 40.7634894, -73.9793286 40.7635245, -73.9798455 40.7637425, -73.97990900000001 40.7637693, -73.9808634 40.7641663, -73.9809839 40.764219, -73.9811232 40.7642776, -73.98209490000001 40.7646862, -73.9821566 40.7647121)",,"['1', '2']",,,,,,,,
