u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,access,bridge,junction,area,service,width,tunnel
315400252,315400913,0,89487112,False,2,Calle 30C Sur,residential,30,87.972,"LINESTRING (-74.0977556 4.5678069, -74.09723839999999 4.5672068)",,,,,,,
315400252,315400251,0,763001066,False,2,Carrera 7A,residential,30,57.019,"LINESTRING (-74.0977556 4.5678069, -74.09814129999999 4.5674676)",,,,,,,
315400252,315400253,0,763001066,False,2,Carrera 7A,residential,30,113.118,"LINESTRING (-74.0977556 4.5678069, -74.0973812 4.5681362, -74.0969904 4.56848)",,,,,,,
315400253,315400917,0,89486829,True,2,Calle 30A Sur,tertiary,30,86.098,"LINESTRING (-74.0969904 4.56848, -74.0967856 4.5682445, -74.09648420000001 4.5678927)",,,,,,,
315400253,315400252,0,763001066,False,2,Carrera 7A,residential,30,113.118,"LINESTRING (-74.0969904 4.56848, -74.0973812 4.5681362, -74.0977556 4.5678069)",,,,,,,
315400913,315400252,0,89487112,False,2,Calle 30C Sur,residential,30,87.972,"LINESTRING (-74.09723839999999 4.5672068, -74.0977556 4.5678069)",,,,,,,
315400913,315288261,0,89487112,False,2,Calle 30C Sur,residential,30,76.067,"LINESTRING (-74.09723839999999 4.5672068, -74.0967912 4.5666879)",,,,,,,
315400913,315400917,0,89486970,False,2,Carrera 6,residential,30,113.16,"LINESTRING (-74.09723839999999 4.5672068, -74.0968699 4.5675424, -74.09648420000001 4.5678927)",,,,,,,
315400917,3357067176,0,89486829,True,2,Calle 30A Sur,tertiary,30,74.247,"LINESTRING (-74.09648420000001 4.5678927, -74.0960503 4.567384)",,,,,,,
315400917,315400913,0,89486970,False,2,Carrera 6,residential,30,113.16,"LINESTRING (-74.09648420000001 4.5678927, -74.0968699 4.5675424, -74.09723839999999 4.5672068)",,,,,,,
315402588,266529313,0,89481843,True,3,Avenida Carrera 6,secondary,30,87.187,"LINESTRING (-74.0895326 4.575349, -74.0890759 4.5759874)",,,,,,,
315402588,316160640,0,537768757,False,2,Calle 17A Sur,tertiary,30,173.728,"LINESTRING (-74.0895326 4.575349, -74.0891501 4.5752424, -74.0887491 4.5751358, -74.08801339999999 4.5749659)",,,,,,,
315423045,1939731525,0,28694422,False,2,Calle 21,unclassified,30,536.2860000000001,"LINESTRING (-74.09846709999999 4.6305383, -74.0996523 4.6315302, -74.0998982 4.6317753, -74.1005318 4.6324257, -74.1011597 4.6330709, -74.1019081 4.6338399, -74.1019479 4.6338808)",,,,,,,
315646829,311436038,0,"[28356787, 28713519]",False,2,"['Diagonal 159', 'Calle 158A']",residential,30,301.529,"LINESTRING (-74.0321093 4.7355769, -74.0321919 4.7355978, -74.033058 4.735817, -74.033323 4.7358841, -74.0335247 4.7359351, -74.0341885 4.7370032)",,,,,,,
315649659,315656431,0,28713672,False,2,Carrera 7A,residential,30,350.612,"LINESTRING (-74.0254553 4.7268179, -74.0259205 4.7257129, -74.0260179 4.7255017, -74.0267394 4.7239366)",,,,,,,
315649659,315651164,0,89087093,False,2,Calle 152,residential,30,55.63,"LINESTRING (-74.0254553 4.7268179, -74.0255234 4.7268503, -74.0259082 4.7270337)",,,,,,,
315649659,310709317,0,89087093,False,2,Calle 152,residential,30,70.657,"LINESTRING (-74.0254553 4.7268179, -74.0250514 4.7266285, -74.024969 4.726601, -74.0249577 4.7265987, -74.0248667 4.7265806)",,,,,,,
315650901,802183304,0,28713905,False,2,Carrera 8A,residential,30,144.165,"LINESTRING (-74.0311931 4.7293815, -74.031758 4.7282136)",,,,,,,
315650901,315652519,0,28713714,False,2,Calle 152,residential,30,150.75900000000001,"LINESTRING (-74.0311931 4.7293815, -74.0307899 4.7291932, -74.03037089999999 4.728989, -74.02996779999999 4.7287925)",,,,,,,
315650901,506247222,0,"[89086776, 352361894]",False,2,"['Calle 152A', 'Carrera 8A']",residential,30,180.53699999999998,"LINESTRING (-74.0311931 4.7293815, -74.031139 4.7295093, -74.0310463 4.7297284, -74.03100790000001 4.7298191, -74.03194740000001 4.7302643, -74.031971 4.7302755, -74.0320488 4.7303124)",,,,,,,
315651164,773008787,0,89087093,False,2,Calle 152,residential,30,109.705,"LINESTRING (-74.0259082 4.7270337, -74.0263272 4.7272334, -74.0263446 4.7272401, -74.0268013 4.7274592)",,,,,,,
315651164,773008787,1,"[62004420, 526195821, 89086551]",False,2,"['Calle 151', 'Carrera 7B Bis A', 'Carrera 7B']",residential,30,379.927,"LINESTRING (-74.0259082 4.7270337, -74.0263779 4.7259761, -74.0264129 4.7259394, -74.0264811 4.7259441, -74.0268774 4.7261056, -74.02726850000001 4.7263003, -74.02730270000001 4.7263458, -74.0272956 4.7263926, -74.0268013 4.7274592)",,,,,,,
315651164,315649659,0,89087093,False,2,Calle 152,residential,30,55.63,"LINESTRING (-74.0259082 4.7270337, -74.0255234 4.7268503, -74.0254553 4.7268179)",,,,,,,
315652519,369183885,0,28713793,False,2,Carrera 8,residential,30,141.591,"LINESTRING (-74.02996779999999 4.7287925, -74.03048990000001 4.7276303)",,,,,,,
315652519,1033623859,0,28713714,False,2,Calle 152,residential,30,104.077,"LINESTRING (-74.02996779999999 4.7287925, -74.0295426 4.7285853, -74.0291241 4.7283813)",,,,,,,
315652519,315650901,0,28713714,False,2,Calle 152,residential,30,150.759,"LINESTRING (-74.02996779999999 4.7287925, -74.03037089999999 4.728989, -74.0307899 4.7291932, -74.0311931 4.7293815)",,,,,,,
315656431,315649659,0,28713672,False,2,Carrera 7A,residential,30,350.612,"LINESTRING (-74.0267394 4.7239366, -74.0260179 4.7255017, -74.0259205 4.7257129, -74.0254553 4.7268179)",,,,,,,
315656431,5113524085,0,582007060,False,2,Calle 148,residential,30,89.00999999999999,"LINESTRING (-74.0267394 4.7239366, -74.0261017 4.723642, -74.0260107 4.7235999)",,,,,,,
315656431,326419331,0,"[28380115, 582007060]",False,2,Calle 148,residential,30,331.176,"LINESTRING (-74.0267394 4.7239366, -74.02719690000001 4.7241421, -74.0272586 4.7241698, -74.0276341 4.7243384, -74.0281078 4.7245452, -74.02855630000001 4.7247439, -74.029022 4.7249512, -74.0294706 4.7251455)",,,,,,,
315663207,308899488,0,28303065,False,2,Calle 159,tertiary,30,67.924,"LINESTRING (-74.0390129 4.7375875, -74.0388737 4.7375564, -74.0385543 4.7374761, -74.0384205 4.7374321)",,,,,,,
315663207,2547434496,0,28303065,False,2,Calle 159,tertiary,30,170.573,"LINESTRING (-74.0390129 4.7375875, -74.0393189 4.7376597, -74.0394331 4.7376866, -74.0399726 4.7378112, -74.040513 4.7379312)",,,,,,,
315663207,799198899,0,28714187,False,2,Carrera 16,residential,30,223.71699999999998,"LINESTRING (-74.0390129 4.7375875, -74.0393485 4.7367772, -74.039457 4.7365199, -74.03979 4.7357306)",,,,,,,
315700804,315700805,0,91502954,False,2,Carrera 103D,residential,30,180.422,"LINESTRING (-74.1079963 4.7208726, -74.108695 4.7204355, -74.1093522 4.7199754)",,,,,,,
315700805,315700807,0,91502954,False,2,Carrera 103D,residential,30,12.707,"LINESTRING (-74.1093522 4.7199754, -74.109436 4.7198974)",,,,,,,
315700805,309294697,0,28159355,True,2,Diagonal 86A,tertiary,30,154.97199999999998,"LINESTRING (-74.1093522 4.7199754, -74.1096446 4.7203296, -74.1098494 4.7205553, -74.11029120000001 4.7210069)",,,,,,,
315700805,315700804,0,91502954,False,2,Carrera 103D,residential,30,180.422,"LINESTRING (-74.1093522 4.7199754, -74.108695 4.7204355, -74.1079963 4.7208726)",,,,,,,
315700807,315700805,0,91502954,False,2,Carrera 103D,residential,30,12.707,"LINESTRING (-74.109436 4.7198974, -74.1093522 4.7199754)",,,,,,,
315700807,1062778151,0,91502954,False,2,Carrera 103D,residential,30,539.2289999999999,"LINESTRING (-74.109436 4.7198974, -74.10988930000001 4.7194193, -74.11030700000001 4.7189788, -74.1104941 4.7187815, -74.11088239999999 4.7183721, -74.11107149999999 4.7181726, -74.111554 4.7176637, -74.1120609 4.7171507, -74.1124202 4.716787, -74.1128044 4.7163981)",,,,,,,
315700807,310764339,0,606819759,True,2,Diagonal 86A,tertiary,30,482.014,"LINESTRING (-74.109436 4.7198974, -74.10921279999999 4.7195925, -74.1090253 4.7193213, -74.1088637 4.7190518, -74.10863980000001 4.7186306, -74.1080319 4.7173647, -74.10799179999999 4.7172811, -74.1074131 4.71607)",,,,,,,
315950597,1760529940,0,164417357,False,2,Calle 168A,residential,30,222.266,"LINESTRING (-74.0540003 4.7510179, -74.0541521 4.751046, -74.0543144 4.751076, -74.0543685 4.751086, -74.054903 4.7511849, -74.0551916 4.7512383, -74.05576739999999 4.7513447, -74.0557809 4.7513472, -74.0559219 4.7513733, -74.0559724 4.7513826)",,,,,,,
315960887,308757727,0,30041182,False,2,Calle 167,tertiary,30,562.788,"LINESTRING (-74.0614417 4.7500902, -74.06087170000001 4.7499895, -74.0604957 4.7499231, -74.0602062 4.749872, -74.0601614 4.749864, -74.05993359999999 4.7498236, -74.0594916 4.7497459, -74.0594052 4.7497307, -74.0592255 4.7497045, -74.05908429999999 4.7496869, -74.0589482 4.74967, -74.05792289999999 4.7495657, -74.0576451 4.7495375, -74.0572875 4.7495011, -74.0570331 4.7494752, -74.0564121 4.7494105)",,,,,,,
315960887,718921288,0,30041182,False,2,Calle 167,tertiary,30,419.978,"LINESTRING (-74.0614417 4.7500902, -74.0621654 4.7502174, -74.0626262 4.7502984, -74.0633294 4.750422, -74.0634924 4.7504537, -74.0645088 4.7506647, -74.06463909999999 4.7506919, -74.0648381 4.7507333, -74.0649344 4.7507534, -74.06516329999999 4.750802)",,,,,,,
315960887,380061150,0,"[90071730, 90071678]",False,2,Carrera 62,tertiary,30,463.41800000000006,"LINESTRING (-74.0614417 4.7500902, -74.0615457 4.7498722, -74.061604 4.7497114, -74.0618207 4.7491132, -74.061864 4.748997, -74.062014 4.7485947, -74.062122 4.7483049, -74.0622228 4.7480471, -74.0624028 4.7475399, -74.0626276 4.7469412, -74.06274879999999 4.7465579, -74.0628397 4.7462879, -74.0628802 4.7461787)",,,,,,,
316036427,1062778151,0,"[626517256, 626517259, 532061630]",True,2,Calle 82,tertiary,30,695.0500000000001,"LINESTRING (-74.10834130000001 4.7120111, -74.1084784 4.712199, -74.1098894 4.7135735, -74.1107497 4.7144095, -74.110816 4.7144716, -74.1108677 4.71452, -74.11158639999999 4.7152227, -74.11189829999999 4.7155218, -74.1122348 4.7158435, -74.1126197 4.7162184, -74.1128044 4.7163981)",,,,,,,
316036427,316036469,0,694099380,False,2,Calle 82,tertiary,30,361.359,"LINESTRING (-74.10834130000001 4.7120111, -74.1078127 4.7115023, -74.107544 4.7112437, -74.1071627 4.7108766, -74.10708080000001 4.7107979, -74.10673250000001 4.7104626, -74.10652709999999 4.7102649, -74.10622119999999 4.7099704, -74.1059958 4.7097535)",,,,,,,
316036469,260462282,0,"[585228704, 668022264]",True,2,Transversal 94L,secondary,30,453.68399999999997,"LINESTRING (-74.1059958 4.7097535, -74.10630279999999 4.7095556, -74.1065234 4.7094112, -74.1067719 4.7092532, -74.1069478 4.7091361, -74.1071046 4.7090285, -74.10717320000001 4.7089815, -74.1074519 4.7087903, -74.1075333 4.7087345, -74.10776749999999 4.708574, -74.1087169 4.7079479, -74.1089552 4.7077955, -74.10909340000001 4.7076975, -74.1092755 4.7074918, -74.1093436 4.7074235)",,,,,,,
316036469,316036427,0,694099380,False,2,Calle 82,tertiary,30,361.35900000000004,"LINESTRING (-74.1059958 4.7097535, -74.10622119999999 4.7099704, -74.10652709999999 4.7102649, -74.10673250000001 4.7104626, -74.10708080000001 4.7107979, -74.1071627 4.7108766, -74.107544 4.7112437, -74.1078127 4.7115023, -74.10834130000001 4.7120111)",,,,,,,
316039354,317944566,0,586468541,False,2,Carrera 94G,tertiary,30,255.68900000000002,"LINESTRING (-74.0967524 4.7164466, -74.0969583 4.7162386, -74.0971558 4.7160386, -74.0973178 4.7158748, -74.0975203 4.71567, -74.0977843 4.7154031, -74.09790580000001 4.7152752, -74.09813680000001 4.715055, -74.09838139999999 4.7148185)",,,,,,,
316160639,316160640,0,28693662,False,2,Carrera 5 Bis,residential,30,100.965,"LINESTRING (-74.088533 4.5742349, -74.0884669 4.5742685, -74.0884212 4.5743061, -74.0883211 4.574468, -74.0882498 4.5745834, -74.08801339999999 4.5749659)",,,,,,,
316160640,2377144212,0,537768757,False,2,Calle 17A Sur,tertiary,30,34.521,"LINESTRING (-74.08801339999999 4.5749659, -74.08771 4.5748958)",,,,,,,
316160640,316160639,0,28693662,False,2,Carrera 5 Bis,residential,30,100.965,"LINESTRING (-74.08801339999999 4.5749659, -74.0882498 4.5745834, -74.0883211 4.574468, -74.0884212 4.5743061, -74.0884669 4.5742685, -74.088533 4.5742349)",,,,,,,
316160640,315402588,0,537768757,False,2,Calle 17A Sur,tertiary,30,173.72799999999998,"LINESTRING (-74.08801339999999 4.5749659, -74.0887491 4.5751358, -74.0891501 4.5752424, -74.0895326 4.575349)",,,,,,,
316160726,316160728,0,246461496,False,2,Calle 19 Bis Sur,residential,30,78.322,"LINESTRING (-74.0937708 4.5756473, -74.0934967 4.5753859, -74.0932664 4.5751541)",,,,,,,
316160728,316160726,0,246461496,False,2,Calle 19 Bis Sur,residential,30,78.322,"LINESTRING (-74.0932664 4.5751541, -74.0934967 4.5753859, -74.0937708 4.5756473)",,,,,,,
316161030,5214835160,0,89480742,False,2,Carrera 12B,residential,30,9.701,"LINESTRING (-74.0963874 4.5815193, -74.09633220000001 4.581587)",,,,,,,
316161030,6878974417,0,89480742,False,2,Carrera 12B,residential,30,122.476,"LINESTRING (-74.0963874 4.5815193, -74.0965202 4.5813566, -74.0971105 4.5806866)",,,,,,,
316161030,266529386,0,89481631,True,2,Calle 17 Sur,tertiary,30,530.893,"LINESTRING (-74.0963874 4.5815193, -74.0959726 4.5811508, -74.09556379999999 4.5807879, -74.095157 4.5804269, -74.0947647 4.5800753, -74.09435329999999 4.5797071, -74.09427770000001 4.5796394, -74.0935771 4.5790123, -74.0932627 4.5787309, -74.09293460000001 4.5784373, -74.092878 4.5784017, -74.0928036 4.5783549)",,,,,,,
316161039,1037643721,0,89481461,False,2,Calle 14 Sur,residential,30,105.53900000000002,"LINESTRING (-74.09657780000001 4.5845219, -74.0965609 4.5844731, -74.0964597 4.5841806, -74.0963118 4.5837528, -74.0962857 4.5836854, -74.096259 4.5836279)",,,,,,,
316161039,260697748,0,"[89480896, 89481753, 562364017, 562364022]",True,2,Avenida Carrera 14,trunk,30,264.189,"LINESTRING (-74.09657780000001 4.5845219, -74.0962868 4.5846544, -74.0962147 4.5846867, -74.09612629999999 4.5847215, -74.09599679999999 4.5847694, -74.0959309 4.5847953, -74.0958821 4.5848156, -74.09586710000001 4.5848221, -74.09579770000001 4.5848523, -74.0957396 4.5848775, -74.09555520000001 4.584968, -74.09548239999999 4.585006, -74.0953705 4.5850637, -74.095224 4.585143, -74.0949912 4.5852805, -74.0947699 4.5854165, -74.0946852 4.5854685, -74.0945724 4.5855432, -74.09447059999999 4.5856178)",,yes,,,,,
316161125,316161126,0,28755865,False,2,Carrera 12,residential,30,159.998,"LINESTRING (-74.09366369999999 4.5828275, -74.092888 4.5837256, -74.0928059 4.583823, -74.0927287 4.5839235)",,,,,,,
316161126,316307264,0,28755865,False,2,Carrera 12,residential,30,13.585,"LINESTRING (-74.0927287 4.5839235, -74.0926534 4.5840199)",,,,,,,
316161126,316161125,0,28755865,False,2,Carrera 12,residential,30,159.998,"LINESTRING (-74.0927287 4.5839235, -74.0928059 4.583823, -74.092888 4.5837256, -74.09366369999999 4.5828275)",,,,,,,
316161126,266529574,0,"[89481483, 734298709]",True,2,Avenida Calle 11 Sur,secondary,30,620.9759999999999,"LINESTRING (-74.0927287 4.5839235, -74.09249250000001 4.5837178, -74.0923531 4.5835928, -74.0919925 4.5832692, -74.0918138 4.583118, -74.09169900000001 4.5830256, -74.0916015 4.5829504, -74.091416 4.5828251, -74.09129369999999 4.5827514, -74.09117879999999 4.5826875, -74.09114 4.5826675, -74.0910657 4.5826291, -74.0909987 4.5825946, -74.09066540000001 4.5824136, -74.0905394 4.5823585, -74.0904716 4.5823288, -74.0902827 4.5822514, -74.0901643 4.5822076, -74.0901341 4.582196, -74.090075 4.5821735, -74.09004710000001 4.582162, -74.0899752 4.5821325, -74.0899479 4.5821213, -74.089879 4.5820922, -74.08984890000001 4.5820794, -74.0898213 4.5820665, -74.0897409 4.582029, -74.0897246 4.5820214, -74.0896415 4.5819828, -74.08950040000001 4.5819064, -74.0894145 4.5818551, -74.0893528 4.5818132, -74.0891711 4.5816911, -74.0889523 4.5815285, -74.08878900000001 4.5813904, -74.0886258 4.5812407, -74.08847040000001 4.5810749, -74.0883336 4.5809153, -74.0881923 4.5807516)",,,,,,,
316162119,6878974417,0,89480742,False,2,Carrera 12B,residential,30,273.735,"LINESTRING (-74.0987476 4.5788435, -74.0987087 4.578887, -74.09835320000001 4.5792852, -74.09807069999999 4.5795971, -74.09789809999999 4.5797929, -74.0978375 4.5798617, -74.0971105 4.5806866)",,,,,,,
316162232,501815185,0,734551232,True,2,Carrera 12D,tertiary,30,61.399,"LINESTRING (-74.0980998 4.5815739, -74.09846949999999 4.5811627)",,,,,,,
316162232,6878974417,0,734521938,False,2,Calle 18 Sur,residential,30,147.512,"LINESTRING (-74.0980998 4.5815739, -74.0979414 4.5814271, -74.0978231 4.5813222, -74.0975102 4.5810431, -74.0971105 4.5806866)",,,,,,,
316162232,316162250,0,734521938,False,2,Calle 18 Sur,residential,30,205.31199999999998,"LINESTRING (-74.0980998 4.5815739, -74.0989099 4.5822948, -74.0994415 4.5827703, -74.0994803 4.582805)",,,,,,,
316162250,317204767,0,89481753,True,2,Avenida Carrera 14,trunk,30,63.073,"LINESTRING (-74.0994803 4.582805, -74.09910859999999 4.5830107, -74.0989855 4.583085)",,,,,,,
316162250,316162232,0,734521938,False,2,Calle 18 Sur,residential,30,205.312,"LINESTRING (-74.0994803 4.582805, -74.0994415 4.5827703, -74.0989099 4.5822948, -74.0980998 4.5815739)",,,,,,,
316162256,317200637,0,89617736,True,2,Calle 19 Sur,tertiary,30,60.4,"LINESTRING (-74.1023696 4.5845606, -74.1019981 4.5841632)",,,,,,,
316162257,260697788,0,89617736,True,2,Calle 19 Sur,tertiary,30,83.196,"LINESTRING (-74.1009669 4.5830671, -74.1007991 4.5828981, -74.1007058 4.5827941, -74.1006592 4.5827354, -74.10062050000001 4.5826743, -74.1005801 4.5826078, -74.10055319999999 4.5825546, -74.1005483 4.5825421, -74.1005218 4.582474)",,,,,,,
316162257,317201061,0,707245401,True,2,Carrera 16,residential,30,261.631,"LINESTRING (-74.1009669 4.5830671, -74.10122490000001 4.5829215, -74.10149149999999 4.5827763, -74.1020228 4.5824865, -74.1025427 4.5822003, -74.1029839 4.5819616, -74.1030354 4.5819337)",,,,,,,
316162356,5228643526,0,89480717,True,2,Calle 17 Sur,tertiary,30,48.20399999999999,"LINESTRING (-74.0981716 4.5831126, -74.09842879999999 4.5833411, -74.09849629999999 4.583401)",,,,,,,
316162356,1037643632,0,734352843,True,2,Calle 17 Sur,tertiary,30,121.604,"LINESTRING (-74.0981716 4.5831126, -74.0974583 4.5824798, -74.0973506 4.5823872)",,,,,,,
316229292,316229309,0,28761897,False,2,Carrera 70G,residential,30,192.17000000000002,"LINESTRING (-74.07519449999999 4.7112254, -74.0751827 4.7113418, -74.0747806 4.7129024)",,,,,,,
316229309,316229292,0,28761897,False,2,Carrera 70G,residential,30,192.17000000000002,"LINESTRING (-74.0747806 4.7129024, -74.0751827 4.7113418, -74.07519449999999 4.7112254)",,,,,,,
316229309,316229317,0,28761897,False,2,Carrera 70G,residential,30,195.978,"LINESTRING (-74.0747806 4.7129024, -74.0746123 4.7135557, -74.07443689999999 4.7142366, -74.0743408 4.7146095)",,,,,,,
316229309,316229435,0,91023687,False,2,Calle 127D,tertiary,30,135.218,"LINESTRING (-74.0747806 4.7129024, -74.0754314 4.713073, -74.0759604 4.7132126)",,,,,,,
316229309,308905190,0,91023687,False,2,Calle 127D,tertiary,30,241.81,"LINESTRING (-74.0747806 4.7129024, -74.07425019999999 4.7128068, -74.0737003 4.7128096, -74.0732876 4.7128692, -74.0726794 4.712987, -74.0726239 4.7129977)",,,,,,,
316229317,316229309,0,28761897,False,2,Carrera 70G,residential,30,195.978,"LINESTRING (-74.0743408 4.7146095, -74.07443689999999 4.7142366, -74.0746123 4.7135557, -74.0747806 4.7129024)",,,,,,,
316229434,316229435,0,91023584,False,2,Carrera 71,residential,30,251.605,"LINESTRING (-74.0765225 4.7110203, -74.0763036 4.7118742, -74.0761292 4.7125543, -74.0761289 4.7125556, -74.07605650000001 4.712838, -74.0759604 4.7132126)",,,,,,,
316229435,316229434,0,91023584,False,2,Carrera 71,residential,30,251.605,"LINESTRING (-74.0759604 4.7132126, -74.07605650000001 4.712838, -74.0761289 4.7125556, -74.0761292 4.7125543, -74.0763036 4.7118742, -74.0765225 4.7110203)",,,,,,,
316229435,308905195,0,91023687,False,2,Calle 127D,tertiary,30,151.573,"LINESTRING (-74.0759604 4.7132126, -74.077251 4.7135582, -74.0772813 4.7135663)",,,,,,,
316229435,316229309,0,91023687,False,2,Calle 127D,tertiary,30,135.218,"LINESTRING (-74.0759604 4.7132126, -74.0754314 4.713073, -74.0747806 4.7129024)",,,,,,,
