u,v,key,osmid,oneway,name,highway,maxspeed,length,geometry,lanes,service,bridge,access,ref,tunnel
1224069627,1224069622,0,106366324,False,,service,5,29.932,"LINESTRING (69.3473006 41.284542, 69.3470689 41.2847473)",,,,,,
1224069628,1224069629,0,106366324,False,,service,5,21.279,"LINESTRING (69.3476062 41.2846687, 69.34773939999999 41.2845056)",,,,,,
1224069628,1224069627,0,106366324,False,,service,5,29.164,"LINESTRING (69.3476062 41.2846687, 69.3473006 41.284542)",,,,,,
1224069629,1224069630,0,106366324,False,,service,5,20.042,"LINESTRING (69.34773939999999 41.2845056, 69.3478649 41.284352)",,,,,,
1224069629,1224069628,0,106366324,False,,service,5,21.279,"LINESTRING (69.34773939999999 41.2845056, 69.3476062 41.2846687)",,,,,,
1224069630,1316875354,0,106366324,False,,service,5,51.756,"LINESTRING (69.3478649 41.284352, 69.3473977 41.2840464)",,,,,,
1224069630,1224069629,0,106366324,False,,service,5,20.042,"LINESTRING (69.3478649 41.284352, 69.34773939999999 41.2845056)",,,,,,
1224069631,1224069633,0,106366324,False,,service,5,26.288,"LINESTRING (69.3469815 41.2837744, 69.3471 41.2835554)",,,,,,
1224069631,1316875354,0,106366324,False,,service,5,46.089,"LINESTRING (69.3469815 41.2837744, 69.3473977 41.2840464)",,,,,,
1224069633,1224069631,0,106366324,False,,service,5,26.288,"LINESTRING (69.3471 41.2835554, 69.3469815 41.2837744)",,,,,,
1225140612,1225204537,0,109684901,False,,service,30,187.42,"LINESTRING (69.30668060000001 41.2462149, 69.30443889999999 41.2462107)",,,,,,
1225204537,1225140612,0,109684901,False,,service,30,187.42,"LINESTRING (69.30443889999999 41.2462107, 69.30668060000001 41.2462149)",,,,,,
1226429556,7398570324,0,106610994,False,Choshtepa 11-berk ko'chasi,residential,20,19.034,"LINESTRING (69.1954527 41.2381736, 69.1955133 41.2383386)",2,,,,,
1226429556,1828237901,0,106610994,False,Choshtepa 11-berk ko'chasi,residential,20,49.336,"LINESTRING (69.1954527 41.2381736, 69.19524680000001 41.2377578)",2,,,,,
1233414328,1233414353,0,107286989,True,,service,5,36.039,"LINESTRING (69.2175122 41.2515999, 69.2178074 41.2518361)",,,,,,
1233414349,7410480088,0,107286989,True,,service,5,22.533,"LINESTRING (69.2177825 41.2520948, 69.2175902 41.2522368)",,,,,,
1233414353,1233414349,0,107286989,True,,service,5,28.841,"LINESTRING (69.2178074 41.2518361, 69.2177825 41.2520948)",,,,,,
1233440373,4674226856,0,207549094,True,,service,5,16.52,"LINESTRING (69.2074128 41.2476868, 69.20723649999999 41.2476197)",,,,,,
1233440496,2178104760,0,473277510,True,,service,5,33.953,"LINESTRING (69.2070318 41.2475419, 69.2069826 41.2472388)",,,,,,
1234628267,7804481988,0,94496840,False,,service,5,50.069,"LINESTRING (69.35295240000001 41.2859437, 69.3526225 41.2863196)",,,,,,
1234628267,1096347735,0,94496840,False,,service,5,18.501,"LINESTRING (69.35295240000001 41.2859437, 69.353061 41.2857987)",,,,,,
1234628267,7761705430,0,107420924,False,,service,20,120.008,"LINESTRING (69.35295240000001 41.2859437, 69.35411809999999 41.2865742)",,,,,,
1234628267,7758170454,0,830891917,False,,service,5,36.28,"LINESTRING (69.35295240000001 41.2859437, 69.35252149999999 41.2859035)",,,,,,
1234628307,7775776365,0,107420924,False,,service,20,92.196,"LINESTRING (69.3556291 41.2873257, 69.3565207 41.2878142)",,,,,,
1234628307,5883023085,0,107420924,False,,service,20,3.185,"LINESTRING (69.3556291 41.2873257, 69.3555973 41.2873099)",,,,,,
1234628314,7775691455,0,107420936,False,,service,20,69.108,"LINESTRING (69.3585621 41.289056, 69.3579021 41.2886814)",,,,,,
1234628318,7775713710,0,832938673,False,,service,5,27.885,"LINESTRING (69.3563822 41.2881712, 69.35657 41.2879639)",,,,,,
1234628318,7777338336,0,832938674,False,,service,5,25.774,"LINESTRING (69.3563822 41.2881712, 69.3565919 41.2883412)",,,,,,
1234628318,7775691456,0,832938675,False,,service,5,34.38,"LINESTRING (69.3563822 41.2881712, 69.35611969999999 41.2884093)",,,,,,
1234628328,7775691454,0,832938674,False,,service,5,29.308,"LINESTRING (69.35739 41.288768, 69.3576762 41.2889204)",,,,,,
1234628328,5883023082,0,832938674,False,,service,5,47.661,"LINESTRING (69.35739 41.288768, 69.3569313 41.2885132)",,,,,,
1234628367,7761705433,0,107420924,False,,service,20,140.406,"LINESTRING (69.3541499 41.2865914, 69.355552 41.2872874)",,,,,,
1234628367,7761705430,0,107420924,False,,service,20,3.274,"LINESTRING (69.3541499 41.2865914, 69.35411809999999 41.2865742)",,,,,,
1234628394,7781218904,0,94496840,False,,service,5,17.825,"LINESTRING (69.3532945 41.2855359, 69.353176 41.2856692)",,,,,,
1235750337,1235750359,0,107532187,False,Оромбахш,living_street,30,54.118,"LINESTRING (69.37477509999999 41.3589617, 69.37519930000001 41.3593298)",1,,,,,
1235750359,1644112378,0,107532187,False,Оромбахш,living_street,30,45.071,"LINESTRING (69.37519930000001 41.3593298, 69.375562 41.3596301)",1,,,,,
1235750359,1235750337,0,107532187,False,Оромбахш,living_street,30,54.118,"LINESTRING (69.37519930000001 41.3593298, 69.37477509999999 41.3589617)",1,,,,,
1235750360,1235750361,0,107532187,False,Оромбахш,living_street,30,39.09,"LINESTRING (69.3758014 41.3598125, 69.3761555 41.3600426)",1,,,,,
1235750360,1644112378,0,107532187,False,Оромбахш,living_street,30,28.471,"LINESTRING (69.3758014 41.3598125, 69.375562 41.3596301)",1,,,,,
1235750361,1235750360,0,107532187,False,Оромбахш,living_street,30,39.09,"LINESTRING (69.3761555 41.3600426, 69.3758014 41.3598125)",1,,,,,
1235845484,6183383261,0,107543533,True,,service,5,8.126,"LINESTRING (69.1796021 41.2486201, 69.179508 41.2486384)",,,,,,
1235845528,1235845573,0,107543533,True,,service,5,37.426,"LINESTRING (69.1792303 41.2487285, 69.17886780000001 41.248531)",,,,,,
1235845573,6183383262,0,107543533,True,,service,5,29.057,"LINESTRING (69.17886780000001 41.248531, 69.1789098 41.2482716)",,,,,,
1248115603,1248115646,0,108864880,False,,service,5,67.293,"LINESTRING (69.2270202 41.2439829, 69.2266395 41.2445161)",,,,,,
1248115623,1248115710,0,150728227,False,,service,5,71.661,"LINESTRING (69.22584209999999 41.2439367, 69.2262473 41.2445046)",,,,,,
1248115646,1636177351,0,108864880,False,,service,5,14.244,"LINESTRING (69.2266395 41.2445161, 69.22646949999999 41.2445245)",,,,,,
1248115646,1248115603,0,108864880,False,,service,5,67.293,"LINESTRING (69.2266395 41.2445161, 69.2270202 41.2439829)",,,,,,
1248115710,1248115623,0,150728227,False,,service,5,71.661,"LINESTRING (69.2262473 41.2445046, 69.22584209999999 41.2439367)",,,,,,
1248115710,1636177350,0,150728227,False,,service,5,6.178,"LINESTRING (69.2262473 41.2445046, 69.22631730000001 41.2445224)",,,,,,
1316875354,1224069631,0,106366324,False,,service,5,46.089,"LINESTRING (69.3473977 41.2840464, 69.3469815 41.2837744)",,,,,,
1316875354,1224069630,0,106366324,False,,service,5,51.756,"LINESTRING (69.3473977 41.2840464, 69.3478649 41.284352)",,,,,,
1394465833,5110536301,0,477063828,False,,service,30,18.093,"LINESTRING (69.3067525 41.2480941, 69.30673090000001 41.248256)",,,,,,
1442053851,1145281620,0,130988134,False,Гёте улица,tertiary,30,12.932,"LINESTRING (69.34775070000001 41.3186713, 69.3478571 41.3185868)",,,yes,,,
1442053851,1145281616,0,409909316,False,Гёте улица,tertiary,30,15.647,"LINESTRING (69.34775070000001 41.3186713, 69.3475681 41.3187028)",,,,,,
1511455157,6652595884,0,707989808,False,,residential,20,48.746,"LINESTRING (69.1754454 41.2923643, 69.1749799 41.2921)",2,,,,,
1511455157,6652610493,0,707989809,False,,residential,20,87.843,"LINESTRING (69.1754454 41.2923643, 69.176337 41.292783)",2,,,,,
1522878402,1522878401,0,473281873,True,,service,5,9.851,"LINESTRING (69.1945084 41.3738893, 69.1945398 41.3738039)",,,,,,
1524589835,6652589129,0,707987534,False,,residential,20,17.487,"LINESTRING (69.1974783 41.2813408, 69.1975487 41.2814889)",2,,,,,
1564806873,6043944618,0,473292476,True,,service,5,8.032,"LINESTRING (69.28625169999999 41.3509036, 69.2863479 41.3509051)",,,,,,
1566682556,2023309117,0,143179976,True,,service,10,10.958,"LINESTRING (69.27455089999999 41.3586196, 69.2744203 41.3586297)",,,,,,
1566683761,4674197670,0,143179976,True,,service,10,8.452,"LINESTRING (69.2739117 41.3585918, 69.273824 41.3586298)",,,,,,
1566683762,2023309113,0,473273050,True,,service,10,15.426,"LINESTRING (69.2735323 41.3583974, 69.2735653 41.3582609)",,,,,,
1580840505,7077331257,0,144532836,False,,service,30,15.489,"LINESTRING (69.2578085 41.2761633, 69.2579844 41.2762072)",,,,,,
1580840508,7077331260,0,144532836,False,,service,30,273.571,"LINESTRING (69.2590608 41.2764643, 69.25801749999999 41.2787963)",,,,,,
1580840508,7077331259,0,144532836,False,,service,30,79.951,"LINESTRING (69.2590608 41.2764643, 69.2581486 41.2762475)",,,,,,
1580840531,1580840532,0,144532836,False,,service,30,9.237,"LINESTRING (69.25778510000001 41.2793154, 69.25777220000001 41.2793979)",,,,,,
1580840531,4231544882,0,144532836,False,,service,30,3.205,"LINESTRING (69.25778510000001 41.2793154, 69.2577974 41.2792881)",,,,,,
1580840532,1580840534,0,144532836,False,,service,30,7.736,"LINESTRING (69.25777220000001 41.2793979, 69.2578109 41.2794611)",,,,,,
1580840532,1580840531,0,144532836,False,,service,30,9.237,"LINESTRING (69.25777220000001 41.2793979, 69.25778510000001 41.2793154)",,,,,,
1580840534,1580840535,0,144532836,False,,service,30,98.361,"LINESTRING (69.2578109 41.2794611, 69.25869640000001 41.2800439)",,,,,,
1580840534,1580840532,0,144532836,False,,service,30,7.736,"LINESTRING (69.2578109 41.2794611, 69.25777220000001 41.2793979)",,,,,,
1580840535,1580840537,0,144532836,False,,service,30,9.91,"LINESTRING (69.25869640000001 41.2800439, 69.25875449999999 41.2801216)",,,,,,
1580840535,1580840534,0,144532836,False,,service,30,98.361,"LINESTRING (69.25869640000001 41.2800439, 69.2578109 41.2794611)",,,,,,
1580840537,1580840545,0,144532836,False,,service,30,9.327,"LINESTRING (69.25875449999999 41.2801216, 69.2587351 41.2802042)",,,,,,
1580840537,1580840535,0,144532836,False,,service,30,9.91,"LINESTRING (69.25875449999999 41.2801216, 69.25869640000001 41.2800439)",,,,,,
1580840545,4231547990,0,144532836,False,,service,30,86.98,"LINESTRING (69.2587351 41.2802042, 69.25840599999999 41.2809463)",,,,,,
1580840545,1580840537,0,144532836,False,,service,30,9.327,"LINESTRING (69.2587351 41.2802042, 69.25875449999999 41.2801216)",,,,,,
1580840547,5756083857,0,144532836,False,,service,30,33.516,"LINESTRING (69.25839259999999 41.2809764, 69.2582632 41.2812617)",,,,,,
1580840547,4231547990,0,144532836,False,,service,30,3.529,"LINESTRING (69.25839259999999 41.2809764, 69.25840599999999 41.2809463)",,,,,,
1580840549,5756083857,0,144532836,False,,service,30,13.559,"LINESTRING (69.25821000000001 41.2813769, 69.2582632 41.2812617)",,,,,,
1582828154,6652707880,0,707997916,False,,living_street,20,61.715,"LINESTRING (69.2838811 41.3795443, 69.2831638 41.3796798)",2,,,,,
1624827198,1624827201,0,149516842,True,,service,5,10.526,"LINESTRING (69.18294419999999 41.3656589, 69.1830703 41.3656568)",,,,,,
1624827201,4674066335,0,149516842,True,,service,5,7.914,"LINESTRING (69.1830703 41.3656568, 69.1831397 41.3657053)",,,,,,
1624827204,1201320635,0,473253684,True,,service,5,41.718,"LINESTRING (69.1833427 41.3658473, 69.1834465 41.3662143)",,,,,,
1629307432,7833692581,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,17.018,"LINESTRING (69.16708250000001 41.3326859, 69.16727590000001 41.3326376)",2,,,,,
1629307432,1192277827,0,32231864,False,Ko'ksaroy ko'chasi,tertiary,30,27.16,"LINESTRING (69.16708250000001 41.3326859, 69.1667738 41.3327629)",2,,,,,
1636177350,1636177351,0,150728224,False,,service,5,12.727,"LINESTRING (69.22631730000001 41.2445224, 69.22646949999999 41.2445245)",,,,,,
1636177350,1248115710,0,150728227,False,,service,5,6.178,"LINESTRING (69.22631730000001 41.2445224, 69.2262473 41.2445046)",,,,,,
1636177351,1248115646,0,108864880,False,,service,5,14.244,"LINESTRING (69.22646949999999 41.2445245, 69.2266395 41.2445161)",,,,,,
1636177351,1636177350,0,150728224,False,,service,5,12.727,"LINESTRING (69.22646949999999 41.2445245, 69.22631730000001 41.2445224)",,,,,,
1636268501,2657464628,0,615534425,False,Nurmakon ko'chasi,tertiary,30,64.169,"LINESTRING (69.26709080000001 41.3774965, 69.2663598 41.3776758)",,,,,,
1636268501,1217318103,0,615534425,False,Nurmakon ko'chasi,tertiary,30,49.349,"LINESTRING (69.26709080000001 41.3774965, 69.2676585 41.377372)",,,,,,
1638001666,4580718521,0,150939434,True,,service,5,28.46,"LINESTRING (69.30743529999999 41.2777043, 69.3077581 41.2777859)",,,,,,
1638001723,4675746345,0,150939428,True,,service,5,12.681,"LINESTRING (69.30698580000001 41.2780065, 69.306906 41.2779095)",,,,,,
1638001742,4580718520,0,150939428,True,,service,5,13.595,"LINESTRING (69.30718950000001 41.2785278, 69.3071321 41.2784134)",,,,,,
1642743161,7202569610,0,708003105,False,,living_street,20,9.8,"LINESTRING (69.3008576 41.3825949, 69.3009356 41.3826608)",2,,,,,
1643053910,3965280988,0,393308097,False,,service,30,54.386,"LINESTRING (69.3388575 41.3490476, 69.339339 41.3493771)",,,,,,
1643079958,1643079967,0,151494746,False,,living_street,30,92.16,"LINESTRING (69.3358621 41.3471729, 69.33657239999999 41.3478074)",,,,,,
1643079967,1643079958,0,151494746,False,,living_street,30,92.16,"LINESTRING (69.33657239999999 41.3478074, 69.3358621 41.3471729)",,,,,,
1643079967,1643079974,0,151494747,False,,living_street,30,41.953,"LINESTRING (69.33657239999999 41.3478074, 69.33618199999999 41.348045)",,,,,,
1643079967,1643079973,0,151494747,False,,living_street,30,47.676,"LINESTRING (69.33657239999999 41.3478074, 69.33702169999999 41.3475427)",,,,,,
1643079973,1643079967,0,151494747,False,,living_street,30,47.676,"LINESTRING (69.33702169999999 41.3475427, 69.33657239999999 41.3478074)",,,,,,
1643079974,1643079967,0,151494747,False,,living_street,30,41.953,"LINESTRING (69.33618199999999 41.348045, 69.33657239999999 41.3478074)",,,,,,
1644056634,1670452376,0,154517239,True,,service,5,31.708,"LINESTRING (69.3853309 41.3598223, 69.3850537 41.3596273)",,,,,,
1644056675,1644056636,0,151578274,True,,service,5,48.151,"LINESTRING (69.38507989999999 41.3592983, 69.38563600000001 41.359183)",,,,,,
1644056678,1670452372,0,154517241,True,,service,5,25.629,"LINESTRING (69.3849033 41.3595134, 69.3850053 41.359296)",,,,,,
1644112378,1235750360,0,107532187,False,Оромбахш,living_street,30,28.471,"LINESTRING (69.375562 41.3596301, 69.3758014 41.3598125)",1,,,,,
1644112378,1235750359,0,107532187,False,Оромбахш,living_street,30,45.071,"LINESTRING (69.375562 41.3596301, 69.37519930000001 41.3593298)",1,,,,,
1644112378,1644112379,0,151585129,False,Оромбахш,living_street,30,62.607,"LINESTRING (69.375562 41.3596301, 69.3750075 41.3600093)",1,,,,,
1644112379,6345996837,0,151585129,False,Оромбахш,living_street,30,21.033,"LINESTRING (69.3750075 41.3600093, 69.3748059 41.3598958)",1,,,,,
1644112379,1644112378,0,151585129,False,Оромбахш,living_street,30,62.607,"LINESTRING (69.3750075 41.3600093, 69.375562 41.3596301)",1,,,,,
1644112379,6345970087,0,623953697,False,Оромбахш,living_street,30,8.623,"LINESTRING (69.3750075 41.3600093, 69.3749042 41.3600107)",1,,,,,
1644112379,6345970099,0,623953697,False,Оромбахш,living_street,30,9.298,"LINESTRING (69.3750075 41.3600093, 69.37509900000001 41.360057)",1,,,,,
1644112380,1644112381,0,151585130,False,Оромбахш,living_street,30,54.762,"LINESTRING (69.3748563 41.3608405, 69.37493859999999 41.3603519)",1,,,,,
1644112380,6955109540,0,151585130,False,Оромбахш,living_street,30,6.665,"LINESTRING (69.3748563 41.3608405, 69.3748137 41.3608912)",1,,,,,
1644112381,1644112380,0,151585130,False,Оромбахш,living_street,30,54.762,"LINESTRING (69.37493859999999 41.3603519, 69.3748563 41.3608405)",1,,,,,
1644112381,6345970095,0,623953697,False,Оромбахш,living_street,30,5.031,"LINESTRING (69.37493859999999 41.3603519, 69.3749984 41.3603462)",1,,,,,
1644112381,6345970100,0,623953697,False,Оромбахш,living_street,30,6.292,"LINESTRING (69.37493859999999 41.3603519, 69.3748643 41.3603423)",1,,,,,
1644112382,6345970094,0,623953697,False,Оромбахш,living_street,30,5.026,"LINESTRING (69.3750541 41.360329, 69.3751019 41.3603015)",1,,,,,
1644112382,6345970095,0,623953697,False,Оромбахш,living_street,30,5.027,"LINESTRING (69.3750541 41.360329, 69.3749984 41.3603462)",1,,,,,
1644112383,6345970097,0,623953697,False,Оромбахш,living_street,30,5.02,"LINESTRING (69.37516119999999 41.3602236, 69.37516859999999 41.3601788)",1,,,,,
1644112383,6345970093,0,623953697,False,Оромбахш,living_street,30,5.033,"LINESTRING (69.37516119999999 41.3602236, 69.3751384 41.3602655)",1,,,,,
1644112385,6345970090,0,623953697,False,Оромбахш,living_street,30,6.299,"LINESTRING (69.3747312 41.3601101, 69.3747121 41.3601649)",1,,,,,
1644112385,6345970092,0,623953697,False,Оромбахш,living_street,30,6.288,"LINESTRING (69.3747312 41.3601101, 69.3747729 41.360063)",1,,,,,
1644112386,6345970089,0,623953697,False,Оромбахш,living_street,30,6.294,"LINESTRING (69.37474760000001 41.3602732, 69.37479829999999 41.3603151)",1,,,,,
1644112386,6345970088,0,623953697,False,Оромбахш,living_street,30,6.284,"LINESTRING (69.37474760000001 41.3602732, 69.3747178 41.3602213)",1,,,,,
1644112387,1644112388,0,151585130,False,Оромбахш,living_street,30,14.119,"LINESTRING (69.37385 41.3609213, 69.3739898 41.3608498)",1,,,,,
1644112388,6955109541,0,151585130,False,Оромбахш,living_street,30,63.07,"LINESTRING (69.3739898 41.3608498, 69.3747417 41.3609066)",1,,,,,
1644112388,1644112387,0,151585130,False,Оромбахш,living_street,30,14.119,"LINESTRING (69.3739898 41.3608498, 69.37385 41.3609213)",1,,,,,
1652568155,6375134664,0,152438490,False,,unclassified,20,10.862,"LINESTRING (69.3702873 41.334811, 69.3704086 41.3348463)",,,,,,
1652568156,1652568157,0,152438490,False,,unclassified,20,89.272,"LINESTRING (69.3712469 41.3350595, 69.3722819 41.335261)",,,,,,
1652568156,4716025063,0,152438490,False,,unclassified,20,19.312,"LINESTRING (69.3712469 41.3350595, 69.3710221 41.3350186)",,,,,,
1652568157,4726041052,0,152438490,False,,unclassified,20,27.426,"LINESTRING (69.3722819 41.335261, 69.3726028 41.3353137)",,,,,,
1652568157,1652568156,0,152438490,False,,unclassified,20,89.272,"LINESTRING (69.3722819 41.335261, 69.3712469 41.3350595)",,,,,,
1668868273,1668868274,0,154340544,True,,service,5,29.741,"LINESTRING (69.2058878 41.2305425, 69.20617129999999 41.230704)",,,,,,
1668868274,1668868275,0,154340544,True,,service,5,22.725,"LINESTRING (69.20617129999999 41.230704, 69.2063478 41.2308594)",,,,,,
1668868275,1668868276,0,207538444,True,,service,5,36.212,"LINESTRING (69.2063478 41.2308594, 69.20600709999999 41.2310604)",,,,,,
1668924589,1668924610,0,154345932,False,,service,30,31.477,"LINESTRING (69.2614992 41.2732183, 69.2611758 41.2733634)",,,,,,
1668924610,1668924589,0,154345932,False,,service,30,31.477,"LINESTRING (69.2611758 41.2733634, 69.2614992 41.2732183)",,,,,,
1668924610,1668924612,0,154345932,False,,service,30,14.503,"LINESTRING (69.2611758 41.2733634, 69.2610203 41.2734213)",,,,,,
1668924612,1668924610,0,154345932,False,,service,30,14.503,"LINESTRING (69.2610203 41.2734213, 69.2611758 41.2733634)",,,,,,
1668924612,1668924613,0,154345932,False,,service,30,26.508,"LINESTRING (69.2610203 41.2734213, 69.2607036 41.2734081)",,,,,,
