u,v,key,osmid,name,highway,maxspeed,oneway,length,geometry,lanes,tunnel,junction,access,bridge,service
3991299424,3991299428,0,35667124,עשהאל,residential,30,False,9.358,"LINESTRING (34.8379419 32.1228983, 34.8379583 32.1228153)",,,,,,
3991299424,417641140,0,35667124,עשהאל,residential,30,False,17.163,"LINESTRING (34.8379419 32.1228983, 34.8379373 32.1230526)",,,,,,
3991299425,3991299427,0,35667124,עשהאל,residential,30,False,20.444,"LINESTRING (34.8380397 32.123398, 34.8379746 32.1232226)",,,,,,
3991299425,417641139,0,35667124,עשהאל,residential,30,False,20.77,"LINESTRING (34.8380397 32.123398, 34.8380763 32.1235822)",,,,,,
3991299426,417641139,0,35667124,עשהאל,residential,30,False,23.634,"LINESTRING (34.8380987 32.1237939, 34.8380763 32.1235822)",,,,,,
3991299426,1172268773,0,35667124,עשהאל,residential,30,False,24.318,"LINESTRING (34.8380987 32.1237939, 34.8380987 32.1240126)",,,,,,
3991299427,417641140,0,35667124,עשהאל,residential,30,False,19.227,"LINESTRING (34.8379746 32.1232226, 34.8379373 32.1230526)",,,,,,
3991299427,3991299425,0,35667124,עשהאל,residential,30,False,20.444,"LINESTRING (34.8379746 32.1232226, 34.8380397 32.123398)",,,,,,
3991299428,417641141,0,35667124,עשהאל,residential,30,False,10.451,"LINESTRING (34.8379583 32.1228153, 34.837995 32.1227266)",,,,,,
3991299428,3991299424,0,35667124,עשהאל,residential,30,False,9.358,"LINESTRING (34.8379583 32.1228153, 34.8379419 32.1228983)",,,,,,
3991299429,417641144,0,35667124,עשהאל,residential,30,False,7.235,"LINESTRING (34.8384953 32.1224435, 34.8385702 32.122458)",,,,,,
3991299429,3991299431,0,35667124,עשהאל,residential,30,False,11.01,"LINESTRING (34.8384953 32.1224435, 34.8383786 32.1224375)",,,,,,
3991299430,3991299423,0,35667124,עשהאל,residential,30,False,6.647,"LINESTRING (34.8386401 32.122485, 34.8386942 32.1225234)",,,,,,
3991299430,417641144,0,35667124,עשהאל,residential,30,False,7.235,"LINESTRING (34.8386401 32.122485, 34.8385702 32.122458)",,,,,,
3991299431,3991299429,0,35667124,עשהאל,residential,30,False,11.01,"LINESTRING (34.8383786 32.1224375, 34.8384953 32.1224435)",,,,,,
3991299431,417641142,0,35667124,עשהאל,residential,30,False,15.258,"LINESTRING (34.8383786 32.1224375, 34.8382247 32.1224804)",,,,,,
3991299432,417640881,0,35667084,בניהו,residential,30,True,10.57,"LINESTRING (34.8381815 32.1217591, 34.8382888 32.1217312)",,,,,,
3991299435,1187565526,0,396322082,,living_street,30,False,29.492,"LINESTRING (34.8308517 32.1229466, 34.8305458 32.1228898)",,,,,,
3991299435,679335333,0,396322082,,living_street,30,False,7.004,"LINESTRING (34.8308517 32.1229466, 34.8309259 32.1229509)",,,,,,
3991299438,369338952,0,35591975,"צה""ל",tertiary,30,False,19.324,"LINESTRING (34.831108 32.1230819, 34.8313103 32.123111)",,,,,,
3991299438,3286391656,0,35591975,"צה""ל",tertiary,30,False,11.53,"LINESTRING (34.831108 32.1230819, 34.8309873 32.1230645)",,,,,,
3991299439,417644072,0,35667561,המרגנית,residential,30,False,13.134,"LINESTRING (34.8318588 32.120479, 34.8317689 32.1203887)",,,,,,
3991299439,417643435,0,35667561,המרגנית,residential,30,False,15.293,"LINESTRING (34.8318588 32.120479, 34.8319634 32.1205842)",,,,,,
3991299441,1170452051,0,35667582,אגדתי,living_street,30,False,22.397,"LINESTRING (34.8308251 32.1197032, 34.8308828 32.1195078)",,,,,,
3991299441,3991299443,0,35667582,אגדתי,living_street,30,False,10.397,"LINESTRING (34.8308251 32.1197032, 34.830825 32.1197967)",,,,,,
3991299443,3991299441,0,35667582,אגדתי,living_street,30,False,10.397,"LINESTRING (34.830825 32.1197967, 34.8308251 32.1197032)",,,,,,
3991299443,417644331,0,35667582,אגדתי,living_street,30,False,9.225,"LINESTRING (34.830825 32.1197967, 34.8308439 32.1198781)",,,,,,
3991691957,369338960,0,396322073,"צה""ל",tertiary,30,True,30.975,"LINESTRING (34.835738 32.1195427, 34.8357705 32.1192655)",2,,,,,
3992078703,6496211519,0,39461191,בית אשל,residential,30,True,5.797,"LINESTRING (34.7561925 32.0545732, 34.7561947 32.0546253)",,,,,,
3992078704,6505369785,0,692916095,יפת,residential,30,True,18.692,"LINESTRING (34.7559057 32.0544374, 34.7560387 32.0545621)",1,,,no,,
3992078704,3773336620,0,692916100,יפת,residential,30,False,10.591,"LINESTRING (34.7559057 32.0544374, 34.7558351 32.0543633)",2,,,,,
3992078708,3146936635,0,309362691,רוסלאן,residential,30,True,31.656,"LINESTRING (34.7557032 32.0547427, 34.7560228 32.0546551)",,,,,,
3992078710,978369736,0,396403181,עמיעד,residential,30,True,11.331,"LINESTRING (34.7548772 32.0536782, 34.7549743 32.0536181)",,,,,,
3992078710,3992078728,0,692638612,יפת,residential,30,False,60.814,"LINESTRING (34.7548772 32.0536782, 34.754287 32.0534571)",2,,,,,
3992078710,6153263704,0,692916100,יפת,residential,30,False,5.537,"LINESTRING (34.7548772 32.0536782, 34.7549228 32.0537096)",2,,,,,
3992078713,3774173462,0,374008482,הצורפים,living_street,30,True,47.132,"LINESTRING (34.7545824 32.0541184, 34.7549781 32.0543776)",,,,,,
3992078714,3992078715,0,31921362,שגב,residential,30,True,6.444,"LINESTRING (34.752454 32.054139, 34.752505 32.0541776)",,,,,,
3992078715,357520765,0,31921362,שגב,residential,30,True,5.23,"LINESTRING (34.752505 32.0541776, 34.7525385 32.0542151)",,,,,,
3992078716,580721833,0,31921362,שגב,residential,30,True,18.36,"LINESTRING (34.7525211 32.0543868, 34.752509 32.0545516)",,,,,,
3992078717,3992078718,0,31921362,שגב,residential,30,True,6.226,"LINESTRING (34.7525506 32.0542697, 34.7525439 32.0543254)",,,,,,
3992078718,3992078716,0,31921362,שגב,residential,30,True,7.158,"LINESTRING (34.7525439 32.0543254, 34.7525211 32.0543868)",,,,,,
3992078728,3992078729,0,692638612,יפת,residential,30,False,7.062,"LINESTRING (34.754287 32.0534571, 34.7542198 32.053429)",2,,,,,
3992078728,3992078710,0,692638612,יפת,residential,30,False,60.814,"LINESTRING (34.754287 32.0534571, 34.7548772 32.0536782)",2,,,,,
3992078729,3774173459,0,692638612,יפת,residential,30,False,5.367,"LINESTRING (34.7542198 32.053429, 34.754173 32.0534015)",2,,,,,
3992078729,3992078728,0,692638612,יפת,residential,30,False,7.062,"LINESTRING (34.7542198 32.053429, 34.754287 32.0534571)",2,,,,,
3992078739,3992078740,0,182816252,תג'ר ציונה,residential,30,False,23.504,"LINESTRING (34.7526924 32.0478271, 34.7524473 32.0478661)",,,,,,
3992078739,6760419096,0,182816252,תג'ר ציונה,residential,30,False,55.602,"LINESTRING (34.7526924 32.0478271, 34.7532721 32.0477343)",,,,,,
3992078740,3992078739,0,182816252,תג'ר ציונה,residential,30,False,23.504,"LINESTRING (34.7524473 32.0478661, 34.7526924 32.0478271)",,,,,,
3992803566,384613399,0,396468582,שינקין,tertiary,30,True,67.173,"LINESTRING (34.7786924 32.0680441, 34.7793824 32.0678923)",1,,,,,
3992803571,3992803565,0,30621492,שינקין,tertiary,30,True,13.839,"LINESTRING (34.7777992 32.0682524, 34.7779401 32.0682173)",1,,,,,
3997365735,2111407157,0,342751642,הגבורה,residential,30,True,15.415,"LINESTRING (34.8026107 32.0659441, 34.8027731 32.0659608)",,,,,,
3999780946,3999780947,0,397157592,ההגנה,living_street,30,False,68.926,"LINESTRING (34.7840716 32.0540711, 34.7833823 32.0542783)",,,,,,
3999780947,3999780946,0,397157592,ההגנה,living_street,30,False,68.926,"LINESTRING (34.7833823 32.0542783, 34.7840716 32.0540711)",,,,,,
3999797591,563916843,0,183251321,מרדכי אנילביץ',residential,30,False,27.949,"LINESTRING (34.7869208 32.0551483, 34.7869479 32.0553986)",,,,,,
3999875641,1383600378,0,124271753,שביל האטד,residential,30,True,5.472,"LINESTRING (34.7674356 32.0596509, 34.7674005 32.0596901)",,,,,,
4003454692,4003454695,0,210275030,שדרות הציונות,residential,30,True,44.054,"LINESTRING (34.792843 32.0866451, 34.7929387 32.0870329)",,,,,,
4003454693,3737992931,0,30878895,שדרות הציונות,residential,30,True,41.261,"LINESTRING (34.7926866 32.0867252, 34.7925838 32.0863645)",,,,,,
4003454694,4003454693,0,30878895,שדרות הציונות,residential,30,True,29.45,"LINESTRING (34.7927449 32.0869854, 34.7926866 32.0867252)",,,,,,
4003454695,2203627190,0,210275030,שדרות הציונות,residential,30,True,50.407,"LINESTRING (34.7929387 32.0870329, 34.7930227 32.0874806)",,,,,,
4023817515,539628367,0,33628225,הלל הזקן,residential,30,True,35.169,"LINESTRING (34.7690351 32.0710277, 34.769252 32.0707703)",,,,,,
4023817515,384677768,0,399677827,"האר""י",residential,30,False,29.439,"LINESTRING (34.7690351 32.0710277, 34.7692871 32.0711842)",,,,,,
4031900533,2144241314,0,289596334,לאונרדו דה וינצ'י,residential,30,True,27.633,"LINESTRING (34.7844043 32.0759389, 34.7843512 32.0761833)",,,,,,
4031900547,1995998547,0,30146182,השופטים,residential,30,False,31.23,"LINESTRING (34.7819432 32.0763149, 34.7816118 32.0763098)",,,,,,
4031900556,4031900559,0,686802824,ברקוביץ,residential,30,True,12.551,"LINESTRING (34.7843785 32.0773742, 34.7842581 32.0773259)",,,,,,
4031900557,6437900726,0,400654162,ברקוביץ,residential,30,True,14.568,"LINESTRING (34.7844185 32.0773178, 34.7845465 32.0773913)",,,,,,
4031900558,2144241322,0,686802824,ברקוביץ,residential,30,True,9.824,"LINESTRING (34.7841907 32.0772498, 34.7841462 32.0771699)",,,,,,
4031900559,4031900558,0,686802824,ברקוביץ,residential,30,True,10.58,"LINESTRING (34.7842581 32.0773259, 34.7841907 32.0772498)",,,,,,
4031900560,4031900557,0,400654162,ברקוביץ,residential,30,True,11.527,"LINESTRING (34.7843114 32.0772677, 34.7844185 32.0773178)",,,,,,
4031900566,4031900571,0,400654162,ברקוביץ,residential,30,True,7.044,"LINESTRING (34.7842263 32.0771549, 34.7842594 32.0772117)",,,,,,
4031900567,1122097564,0,400654163,לאונרדו דה וינצ'י,residential,30,True,130.741,"LINESTRING (34.7841276 32.0770513, 34.7843284 32.0758879)",,,,,,
4031900568,4031900567,0,400654163,לאונרדו דה וינצ'י,residential,30,True,6.886,"LINESTRING (34.7841323 32.0771131, 34.7841276 32.0770513)",,,,,,
4031900570,4031900566,0,289596334,לאונרדו דה וינצ'י,residential,30,True,6.424,"LINESTRING (34.7842047 32.0771001, 34.7842263 32.0771549)",,,,,,
4031900571,4031900560,0,400654162,ברקוביץ,residential,30,True,7.923,"LINESTRING (34.7842594 32.0772117, 34.7843114 32.0772677)",,,,,,
4033905182,342349454,0,8175755,ועידת קטוביץ',residential,30,True,52.702,"LINESTRING (34.7925868 32.0927038, 34.7926599 32.0922339)",,,,,,
4033905184,342346351,0,30827114,זטורי,residential,30,False,5.449,"LINESTRING (34.794493 32.0917641, 34.794493 32.0918131)",,,,,,
4033905184,342346349,0,30827114,זטורי,residential,30,False,29.874,"LINESTRING (34.794493 32.0917641, 34.7941775 32.091737)",,,,,,
4033905185,342347419,0,400891930,בני משה,living_street,30,False,5.365,"LINESTRING (34.794399 32.0924134, 34.7943636 32.0923756)",,,,,,
4033905185,342347626,0,400891930,בני משה,living_street,30,False,33.737,"LINESTRING (34.794399 32.0924134, 34.7947495 32.0924757)",,,,,,
4033905186,5842447594,0,34719740,ניסנבוים,residential,30,False,45.171,"LINESTRING (34.7910542 32.0950169, 34.7905777 32.0949714)",,,,,,
4033905186,404498390,0,34719740,ניסנבוים,residential,30,False,58.534,"LINESTRING (34.7910542 32.0950169, 34.7916706 32.0950834)",,,,,,
4033905186,405124989,0,34719747,הרב עמיאל,residential,30,False,56.239,"LINESTRING (34.7910542 32.0950169, 34.7911385 32.0945162)",,,,,,
4060733722,540447393,0,43141437,"שז""ר",residential,30,False,23.225,"LINESTRING (34.7679666 32.0388904, 34.7682031 32.0388318)",,,,,,
4060733722,2931878936,0,43141437,"שז""ר",residential,30,False,53.509,"LINESTRING (34.7679666 32.0388904, 34.7674174 32.0390122)",,,,,,
4060733723,2931878936,0,43141437,"שז""ר",residential,30,False,24.803,"LINESTRING (34.7671592 32.0390552, 34.7674174 32.0390122)",,,,,,
4060733723,2983710531,0,43141437,"שז""ר",residential,30,False,22.273,"LINESTRING (34.7671592 32.0390552, 34.7669259 32.039087)",,,,,,
4060733724,2216929192,0,43141437,"שז""ר",residential,30,False,10.622,"LINESTRING (34.7626369 32.0397992, 34.7626857 32.0397131)",,,,,,
4060733724,540447074,0,43141437,"שז""ר",residential,30,False,10.029,"LINESTRING (34.7626369 32.0397992, 34.7626491 32.0398888)",,,,,,
4060733725,2216929196,0,43141437,"שז""ר",residential,30,False,7.515,"LINESTRING (34.7627357 32.0396802, 34.7628076 32.039651)",,,,,,
4060733725,2216929192,0,43141437,"שז""ר",residential,30,False,5.966,"LINESTRING (34.7627357 32.0396802, 34.7626857 32.0397131)",,,,,,
4066061775,4066061776,0,204137716,הירדן,residential,30,True,7.213,"LINESTRING (34.7654417 32.0744842, 34.7654452 32.0744194)",1,,,,,
4066061776,357503931,0,204137716,הירדן,residential,30,True,5.651,"LINESTRING (34.7654452 32.0744194, 34.7654733 32.0743745)",1,,,,,
4066061782,340121936,0,204134162,הירקון,secondary,30,True,45.404,"LINESTRING (34.7665016 32.075096, 34.7666369 32.0754879)",2,,,,,
4066061783,1851422058,0,204134162,הירקון,secondary,30,True,6.513,"LINESTRING (34.7664604 32.0749657, 34.7664763 32.0750227)",2,,,,,
4067820152,3907732368,0,404488160,,living_street,30,True,60.792,"LINESTRING (34.8266905 32.1086129, 34.8269021 32.1080964)",,,,,,
4067820153,4067820152,0,404488160,,living_street,30,True,14.121,"LINESTRING (34.826775 32.1087178, 34.8266905 32.1086129)",,,,,,
4067820154,4067820159,0,100948919,,living_street,30,True,18.442,"LINESTRING (34.8264848 32.1091372, 34.8266344 32.1090302)",,,,,,
4067820155,4067820154,0,100948919,,living_street,30,True,55.951,"LINESTRING (34.8262314 32.1095923, 34.8264848 32.1091372)",,,,,,
4067820156,4067820155,0,100948919,,living_street,30,True,12.279,"LINESTRING (34.8262841 32.1096933, 34.8262314 32.1095923)",,,,,,
4067820157,416619374,0,35554880,ישראל אשכנזי,residential,30,True,8.782,"LINESTRING (34.8265943 32.1092712, 34.8266871 32.1092635)",,,,,,
4079232701,2872322310,0,405770426,אלכסנדר אוריה בוסקוביץ',residential,30,False,56.289,"LINESTRING (34.7958464 32.0870559, 34.7964369 32.0869787)",,,,,,
4085740739,384656319,0,406514933,"רש""י",residential,30,True,53.242,"LINESTRING (34.7730498 32.0716892, 34.7725243 32.0718652)",,,,,,
4085740740,2469958058,0,406514934,משה הס,residential,30,True,4.394,"LINESTRING (34.7694763 32.0718027, 34.7695128 32.0718273)",,,,,,
4085740742,2469848123,0,406514935,טרומפלדור,residential,30,True,4.507,"LINESTRING (34.768107 32.0754228, 34.7680594 32.0754268)",,,,,,
4113619432,1127788262,0,97372155,אופנהיימר,tertiary,30,True,44.924,"LINESTRING (34.8001129 32.1185521, 34.8001824 32.1189518)",,,,,,
4113619442,415448066,0,35417370,אופנהיימר,residential,30,False,69.619,"LINESTRING (34.8004063 32.1205967, 34.8005196 32.1212154)",,,,,,
4131740917,580717677,0,45545431,3341,residential,30,True,29.938,"LINESTRING (34.756847 32.054299, 34.7570474 32.0540901)",,,,,,
4131740917,1199956978,0,103959863,פנחס בן יאיר,residential,30,True,51.093,"LINESTRING (34.756847 32.054299, 34.7572855 32.0545692)",,,,,,
4131740918,6488204570,0,45545473,אלעזר בן עזריה,construction,30,True,41.205,"LINESTRING (34.7571309 32.0541269, 34.7575186 32.0539556)",,,,no,,
4131740920,5928155241,0,31923389,עולי ציון,residential,30,False,20.976,"LINESTRING (34.7560134 32.0537844, 34.7558811 32.0539361)",,,,,,
4131740920,4131740921,0,31923389,עולי ציון,residential,30,False,4.994,"LINESTRING (34.7560134 32.0537844, 34.7560594 32.0537621)",,,,,,
4131740921,4131740920,0,31923389,עולי ציון,residential,30,False,4.994,"LINESTRING (34.7560594 32.0537621, 34.7560134 32.0537844)",,,,,,
4131740921,580718144,0,31923389,עולי ציון,residential,30,False,4.485,"LINESTRING (34.7560594 32.0537621, 34.7560972 32.0537376)",,,,,,
4131740922,4131740924,0,103965781,עולי ציון,residential,30,True,47.638,"LINESTRING (34.7561242 32.0536677, 34.7564431 32.0533353)",,,,,,
4131740923,4131740922,0,103965781,עולי ציון,residential,30,True,4.141,"LINESTRING (34.7561134 32.0537038, 34.7561242 32.0536677)",,,,,,
4131740924,4131740926,0,103965781,עולי ציון,residential,30,True,4.273,"LINESTRING (34.7564431 32.0533353, 34.7564694 32.053304)",,,,,,
4131740925,440282891,0,103965781,עולי ציון,residential,30,True,3.204,"LINESTRING (34.7564769 32.0532622, 34.7564946 32.0532376)",,,,,,
4131740926,4131740927,0,103965781,עולי ציון,residential,30,True,2.411,"LINESTRING (34.7564694 32.053304, 34.7564762 32.0532831)",,,,,,
4131740927,4131740925,0,103965781,עולי ציון,residential,30,True,2.325,"LINESTRING (34.7564762 32.0532831, 34.7564769 32.0532622)",,,,,,
4131740928,4131740925,0,692638613,עמיעד,residential,30,True,8.62,"LINESTRING (34.7563882 32.0532811, 34.7564769 32.0532622)",,,,,,
4131740929,472591151,0,39461191,בית אשל,residential,30,True,35.811,"LINESTRING (34.7569705 32.05366, 34.7567445 32.0539189)",,,,,,
4139634029,4139634023,0,26187164,שבתאי דון-יחא,residential,30,True,16.262,"LINESTRING (34.765775 32.0640834, 34.7658614 32.0639568)",,,,,,
4139634030,4139634029,0,26187164,שבתאי דון-יחא,residential,30,True,14.104,"LINESTRING (34.7656652 32.0641696, 34.765775 32.0640834)",,,,,,
4161854765,4376035105,0,206627879,ארלוזורוב,tertiary,30,True,28.563,"LINESTRING (34.7936715 32.0827367, 34.7939684 32.0826847)",,,,,,
4162302857,883472110,0,74799200,,residential,30,False,10.735,"LINESTRING (34.7502601 32.0365341, 34.7501481 32.0365516)",,,,,,
4162302857,4162302858,0,74799200,,residential,30,False,15.892,"LINESTRING (34.7502601 32.0365341, 34.7504272 32.0365151)",,,,,,
4162302858,4162302857,0,74799200,,residential,30,False,15.892,"LINESTRING (34.7504272 32.0365151, 34.7502601 32.0365341)",,,,,,
4162302858,4162302859,0,74799200,,residential,30,False,15.814,"LINESTRING (34.7504272 32.0365151, 34.7505947 32.036507)",,,,,,
4162302859,4162302858,0,74799200,,residential,30,False,15.814,"LINESTRING (34.7505947 32.036507, 34.7504272 32.0365151)",,,,,,
4162302859,1718502748,0,74799200,,residential,30,False,16.196,"LINESTRING (34.7505947 32.036507, 34.7507644 32.0365298)",,,,,,
4173059488,614705225,0,33492016,קהילת זגלמביה,residential,30,False,20.719,"LINESTRING (34.8389614 32.1158221, 34.8387931 32.1157021)",,,,,,
4173059488,989278076,0,33492016,קהילת זגלמביה,residential,30,False,13.87,"LINESTRING (34.8389614 32.1158221, 34.839074 32.1159025)",,,,,,
4177163632,2072034641,0,55124567,אליהו בחור,residential,30,True,73.519,"LINESTRING (34.7811878 32.086813, 34.7819562 32.0866976)",,,,,,
4177163632,338523918,0,733227503,שדרות עמנואל הרומי,residential,30,True,99.824,"LINESTRING (34.7811878 32.086813, 34.781379 32.087696)",,,,,,
4177163633,6866364590,0,733227502,שדרות עמנואל הרומי,residential,30,False,36.436,"LINESTRING (34.7810381 32.0861215, 34.7809683 32.0857992)",,,,,,
4177163633,4177163632,0,733227503,שדרות עמנואל הרומי,residential,30,True,78.174,"LINESTRING (34.7810381 32.0861215, 34.7811878 32.086813)",,,,,,
4198926715,5594769620,0,183250781,,residential,30,True,3.849,"LINESTRING (34.7946462 32.0607857, 34.7946862 32.0607787)",,,roundabout,,,
4198934381,5594769620,0,668040073,לוחמי גליפולי,residential,30,False,4.232,"LINESTRING (34.7946837 32.0607407, 34.7946862 32.0607787)",,,,,,
4198934381,4421914370,0,668040073,לוחמי גליפולי,residential,30,False,31.487,"LINESTRING (34.7946837 32.0607407, 34.7946723 32.0604577)",,,,,,
4203241203,4203241204,0,35555615,קהילת קייב,residential,30,False,7.503,"LINESTRING (34.8188749 32.1143219, 34.8188891 32.1143883)",,,,,,
4203241203,416626378,0,35555615,קהילת קייב,residential,30,False,83.067,"LINESTRING (34.8188749 32.1143219, 34.8187245 32.1135858)",,,,,,
4203241203,4203241221,0,100723002,קהילת פוזנה,residential,30,False,37.572,"LINESTRING (34.8188749 32.1143219, 34.8192673 32.114261)",,,,,,
4203241204,471556488,0,35555615,קהילת קייב,residential,30,False,77.492,"LINESTRING (34.8188891 32.1143883, 34.819036 32.115074)",,,,,,
4203241204,4203241203,0,35555615,קהילת קייב,residential,30,False,7.503,"LINESTRING (34.8188891 32.1143883, 34.8188749 32.1143219)",,,,,,
4203241207,412840241,0,35208436,,tertiary,30,True,3.303,"LINESTRING (34.8151557 32.11653, 34.8151867 32.1165439)",,,roundabout,,,
4203241208,412840255,0,35208436,,tertiary,30,True,3.025,"LINESTRING (34.8152273 32.1166409, 34.8152152 32.1166661)",,,roundabout,,,
4203241213,1152590591,0,35207503,קפריסין,tertiary,30,False,17.206,"LINESTRING (34.8167483 32.1156017, 34.8165801 32.1156621)",,,,,,
4203241213,4203241217,0,35207503,קפריסין,tertiary,30,False,23.324,"LINESTRING (34.8167483 32.1156017, 34.8169763 32.1155198)",,,,,,
4203241217,4203241213,0,35207503,קפריסין,tertiary,30,False,23.324,"LINESTRING (34.8169763 32.1155198, 34.8167483 32.1156017)",,,,,,
4203241217,412832647,0,35207503,קפריסין,tertiary,30,False,8.0,"LINESTRING (34.8169763 32.1155198, 34.8170545 32.1154917)",,,,,,
4203241221,4203241222,0,100723002,קהילת פוזנה,residential,30,False,36.452,"LINESTRING (34.8192673 32.114261, 34.8196432 32.1141829)",,,,,,
4203241221,4203241203,0,100723002,קהילת פוזנה,residential,30,False,37.572,"LINESTRING (34.8192673 32.114261, 34.8188749 32.1143219)",,,,,,
4203241222,4203241223,0,100723002,קהילת פוזנה,residential,30,False,15.68,"LINESTRING (34.8196432 32.1141829, 34.8197855 32.1141097)",,,,,,
4203241222,4203241221,0,100723002,קהילת פוזנה,residential,30,False,36.452,"LINESTRING (34.8196432 32.1141829, 34.8192673 32.114261)",,,,,,
4203241223,479364099,0,100723002,קהילת פוזנה,residential,30,False,27.686,"LINESTRING (34.8197855 32.1141097, 34.8200673 32.1140388)",,,,,,
4203241223,4203241222,0,100723002,קהילת פוזנה,residential,30,False,15.68,"LINESTRING (34.8197855 32.1141097, 34.8196432 32.1141829)",,,,,,
4203241226,5241725601,0,100764052,,service,30,False,10.125,"LINESTRING (34.823027 32.1123602, 34.8231345 32.1123598)",,,,,,
4203241227,418862427,0,35828145,מבצע קדש,residential,30,True,50.747,"LINESTRING (34.8241925 32.1122631, 34.8236539 32.1122503)",,,,,,
4203241228,1164618521,0,100764052,,service,30,False,8.797,"LINESTRING (34.8241943 32.1123558, 34.8242877 32.1123554)",,,,,,
4203241228,5241725601,0,100764052,,service,30,False,99.816,"LINESTRING (34.8241943 32.1123558, 34.8231345 32.1123598)",,,,,,
4207109268,1566056552,0,43519229,אלכסנדר זייד,residential,30,True,9.485,"LINESTRING (34.7793496 32.0444452, 34.7793094 32.044367)",,,,,,
4220237826,1171700345,0,35665953,הצנחנים,residential,30,False,8.849,"LINESTRING (34.8417283 32.1155874, 34.8416619 32.1156437)",,,,,,
4227296482,4227296483,0,25996548,נחמני,residential,30,True,6.401,"LINESTRING (34.7810885 32.0642642, 34.7810216 32.0642542)",,,,,,
4227296483,4227296484,0,25996548,נחמני,residential,30,True,5.796,"LINESTRING (34.7810216 32.0642542, 34.7809601 32.0642547)",,,,,,
4227296484,3727202402,0,25996548,נחמני,residential,30,True,7.575,"LINESTRING (34.7809601 32.0642547, 34.7808828 32.0642734)",,,,,,
4230088535,4227296482,0,25996548,נחמני,residential,30,True,22.655,"LINESTRING (34.7812981 32.064364, 34.7810885 32.0642642)",,,,,,
4230088535,4230088540,0,365341970,מנחם בגין,residential,30,True,16.28,"LINESTRING (34.7812981 32.064364, 34.7812703 32.0642195)",,,,,,
4253786276,5988364212,0,643182096,"הפלמ""ח",residential,30,False,178.607,"LINESTRING (34.7949134 32.0631459, 34.7968086 32.0631669)",,,,,,
4253786276,1688194329,0,643182096,"הפלמ""ח",residential,30,False,14.783,"LINESTRING (34.7949134 32.0631459, 34.7947567 32.0631522)",,,,,,
4317375424,5852226403,0,619274425,דם המכבים,residential,30,True,9.237,"LINESTRING (34.800239 32.0694111, 34.8002087 32.0693321)",,,,,,
4317375426,4317375424,0,619274425,דם המכבים,residential,30,True,26.608,"LINESTRING (34.8003262 32.0696387, 34.800239 32.0694111)",,,,,,
4317375428,1695278998,0,157321225,דם המכבים,residential,30,False,15.913,"LINESTRING (34.8004129 32.0698647, 34.8003607 32.0697286)",,,,,,
4317375428,4317375430,0,157321225,דם המכבים,residential,30,False,25.917,"LINESTRING (34.8004129 32.0698647, 34.8004978 32.0700864)",,,,,,
4317375430,4317375428,0,157321225,דם המכבים,residential,30,False,25.917,"LINESTRING (34.8004978 32.0700864, 34.8004129 32.0698647)",,,,,,
4317375430,338653818,0,157321225,דם המכבים,residential,30,False,51.969,"LINESTRING (34.8004978 32.0700864, 34.8006682 32.0705309)",,,,,,
4317375432,4317375440,0,619274425,דם המכבים,residential,30,True,23.705,"LINESTRING (34.8001473 32.0691775, 34.8000669 32.0689755)",,,,,,
4317375440,4317375443,0,619274425,דם המכבים,residential,30,True,26.551,"LINESTRING (34.8000669 32.0689755, 34.7999912 32.0687455)",,,,,,
4317375443,4317375446,0,619274425,דם המכבים,residential,30,True,26.105,"LINESTRING (34.7999912 32.0687455, 34.7999247 32.0685176)",,,,,,
4317375446,1698378716,0,619274425,דם המכבים,residential,30,True,7.068,"LINESTRING (34.7999247 32.0685176, 34.7999104 32.0684552)",,,,,,
4317375449,2087705454,0,619274425,דם המכבים,residential,30,True,35.124,"LINESTRING (34.7998015 32.0678465, 34.7997578 32.0675328)",,,,,,
4351635837,5258086750,0,45669578,גבעתי,residential,30,False,46.618,"LINESTRING (34.7961161 32.051364, 34.7961624 32.0517814)",,,,,,
4351635837,581986010,0,45669578,גבעתי,residential,30,False,81.407,"LINESTRING (34.7961161 32.051364, 34.7960353 32.0506351)",,,,,,
4351635839,647089015,0,45669578,גבעתי,residential,30,False,40.821,"LINESTRING (34.7961849 32.0519849, 34.7962254 32.0523504)",,,,,,
4351635839,5258086750,0,45669578,גבעתי,residential,30,False,22.727,"LINESTRING (34.7961849 32.0519849, 34.7961624 32.0517814)",,,,,,
4376035105,2698056351,0,206627879,ארלוזורוב,tertiary,30,True,43.181,"LINESTRING (34.7939684 32.0826847, 34.7944164 32.0826027)",,,,,,
4404819678,6783186676,0,562790784,,unclassified,30,False,16.463,"LINESTRING (34.785256 32.0755746, 34.7852951 32.0754303)",,,,private,,
4404819678,4404819680,0,562790784,,unclassified,30,False,24.237,"LINESTRING (34.785256 32.0755746, 34.7855056 32.0756273)",,,,private,,
4404819679,4404819681,0,562790784,,unclassified,30,False,18.249,"LINESTRING (34.7858695 32.0757224, 34.7856866 32.0756684)",,,,private,,
4404819679,6783186682,0,562790784,,unclassified,30,False,32.392,"LINESTRING (34.7858695 32.0757224, 34.7861876 32.0758329)",,,,private,,
4404819680,4404819678,0,562790784,,unclassified,30,False,24.237,"LINESTRING (34.7855056 32.0756273, 34.785256 32.0755746)",,,,private,,
4404819680,4404819681,0,562790784,,unclassified,30,False,17.656,"LINESTRING (34.7855056 32.0756273, 34.7856866 32.0756684)",,,,private,,
